popup_id	category_raw	category_code	priority_rank	ladder_label	note
PU0001	3	3	9	Cat. 3	
PU0002	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0003	3	3	9	Cat. 3	
PU0004	3	3	9	Cat. 3	
PU0005	3	3	9	Cat. 3	
PU0006	3	3	9	Cat. 3	
PU0007	2	2	7	Cat. 2  and Cat. VR	
PU0008	1T	1T	5	Cat. 1	
PU0009	3	3	9	Cat. 3	
PU0010	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0011	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0012	2	2	7	Cat. 2  and Cat. VR	
PU0013	2	2	7	Cat. 2  and Cat. VR	
PU0014	3	3	9	Cat. 3	
PU0015	2	2	7	Cat. 2  and Cat. VR	
PU0016	2	2	7	Cat. 2  and Cat. VR	
PU0017	2	2	7	Cat. 2  and Cat. VR	
PU0018	2	2	7	Cat. 2  and Cat. VR	
PU0019	2	2	7	Cat. 2  and Cat. VR	
PU0020	2	2	7	Cat. 2  and Cat. VR	
PU0021	2	2	7	Cat. 2  and Cat. VR	
PU0022	2	2	7	Cat. 2  and Cat. VR	
PU0023	2	2	7	Cat. 2  and Cat. VR	
PU0024	3	3	9	Cat. 3	
PU0025	3	3	9	Cat. 3	
PU0026	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0027	3	3	9	Cat. 3	
PU0028	2	2	7	Cat. 2  and Cat. VR	
PU0029	2	2	7	Cat. 2  and Cat. VR	
PU0030	2	2	7	Cat. 2  and Cat. VR	
PU0031	2	2	7	Cat. 2  and Cat. VR	
PU0032	2	2	7	Cat. 2  and Cat. VR	
PU0033	2	2	7	Cat. 2  and Cat. VR	
PU0034	2	2	7	Cat. 2  and Cat. VR	
PU0035	2	2	7	Cat. 2  and Cat. VR	
PU0036	2	2	7	Cat. 2  and Cat. VR	
PU0037	2	2	7	Cat. 2  and Cat. VR	
PU0038	2	2	7	Cat. 2  and Cat. VR	
PU0039	2	2	7	Cat. 2  and Cat. VR	
PU0040	2	2	7	Cat. 2  and Cat. VR	
PU0041	3	3	9	Cat. 3	
PU0042	3	3	9	Cat. 3	
PU0043	2	2	7	Cat. 2  and Cat. VR	
PU0044	2	2	7	Cat. 2  and Cat. VR	
PU0045	1P	1P	5	Cat. 1	
PU0046	VR	VR	8	Cat. 2  and Cat. VR	
PU0047	1P	1P	5	Cat. 1	
PU0048	2	2	7	Cat. 2  and Cat. VR	
PU0049	X	X	2	Cat. X	
PU0050	2	2	7	Cat. 2  and Cat. VR	
PU0051	2	2	7	Cat. 2  and Cat. VR	
PU0052	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0053	2	2	7	Cat. 2  and Cat. VR	
PU0054	2	2	7	Cat. 2  and Cat. VR	
PU0055	3	3	9	Cat. 3	
PU0056	2	2	7	Cat. 2  and Cat. VR	
PU0057	2	2	7	Cat. 2  and Cat. VR	
PU0058	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0059	2	2	7	Cat. 2  and Cat. VR	
PU0060	2	2	7	Cat. 2  and Cat. VR	
PU0061	2	2	7	Cat. 2  and Cat. VR	
PU0062	2	2	7	Cat. 2  and Cat. VR	
PU0063	2	2	7	Cat. 2  and Cat. VR	
PU0064	2	2	7	Cat. 2  and Cat. VR	
PU0065	2	2	7	Cat. 2  and Cat. VR	
PU0066	VR	VR	8	Cat. 2  and Cat. VR	
PU0067	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0068	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0069	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0070	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0071	VR	VR	8	Cat. 2  and Cat. VR	
PU0072	VR	VR	8	Cat. 2  and Cat. VR	
PU0073	VR	VR	8	Cat. 2  and Cat. VR	
PU0074	2	2	7	Cat. 2  and Cat. VR	
PU0075	2	2	7	Cat. 2  and Cat. VR	
PU0076	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0077	2	2	7	Cat. 2  and Cat. VR	
PU0078	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0079	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0080	2	2	7	Cat. 2  and Cat. VR	
PU0081	2	2	7	Cat. 2  and Cat. VR	
PU0082	2	2	7	Cat. 2  and Cat. VR	
PU0083	3	3	9	Cat. 3	
PU0084	2	2	7	Cat. 2  and Cat. VR	
PU0085	2	2	7	Cat. 2  and Cat. VR	
PU0086	2	2	7	Cat. 2  and Cat. VR	
PU0087	2	2	7	Cat. 2  and Cat. VR	
PU0088	2	2	7	Cat. 2  and Cat. VR	
PU0089	2	2	7	Cat. 2  and Cat. VR	
PU0090	2	2	7	Cat. 2  and Cat. VR	
PU0091	2	2	7	Cat. 2  and Cat. VR	
PU0092	X	X	2	Cat. X	
PU0093	2	2	7	Cat. 2  and Cat. VR	
PU0094	2	2	7	Cat. 2  and Cat. VR	
PU0095	2	2	7	Cat. 2  and Cat. VR	
PU0096	2	2	7	Cat. 2  and Cat. VR	
PU0097	2	2	7	Cat. 2  and Cat. VR	
PU0098	2	2	7	Cat. 2  and Cat. VR	
PU0099	2	2	7	Cat. 2  and Cat. VR	
PU0100	2	2	7	Cat. 2  and Cat. VR	
PU0101	2	2	7	Cat. 2  and Cat. VR	
PU0102	2	2	7	Cat. 2  and Cat. VR	
PU0103	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0104	2	2	7	Cat. 2  and Cat. VR	
PU0105	2	2	7	Cat. 2  and Cat. VR	
PU0106	VR	VR	8	Cat. 2  and Cat. VR	
PU0107	2	2	7	Cat. 2  and Cat. VR	
PU0108	2	2	7	Cat. 2  and Cat. VR	
PU0109	2	2	7	Cat. 2  and Cat. VR	
PU0110	3	3	9	Cat. 3	
PU0111	3	3	9	Cat. 3	
PU0112	2	2	7	Cat. 2  and Cat. VR	
PU0113	2	2	7	Cat. 2  and Cat. VR	
PU0114	3	3	9	Cat. 3	
PU0115	3	3	9	Cat. 3	
PU0116	2	2	7	Cat. 2  and Cat. VR	
PU0117	2	2	7	Cat. 2  and Cat. VR	
PU0118	2	2	7	Cat. 2  and Cat. VR	
PU0119	2	2	7	Cat. 2  and Cat. VR	
PU0120	2	2	7	Cat. 2  and Cat. VR	
PU0121	2	2	7	Cat. 2  and Cat. VR	
PU0122	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0123	3	3	9	Cat. 3	
PU0124	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0125	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0126	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0127	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0128	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0129	2	2	7	Cat. 2  and Cat. VR	
PU0130	1T	1T	5	Cat. 1	
PU0131	2	2	7	Cat. 2  and Cat. VR	
PU0132	2	2	7	Cat. 2  and Cat. VR	
PU0133	2	2	7	Cat. 2  and Cat. VR	
PU0134	2	2	7	Cat. 2  and Cat. VR	
PU0135	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0136	2	2	7	Cat. 2  and Cat. VR	
PU0137	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0138	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0139	2	2	7	Cat. 2  and Cat. VR	
PU0140	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0141	2	2	7	Cat. 2  and Cat. VR	
PU0142	2	2	7	Cat. 2  and Cat. VR	
PU0143	2	2	7	Cat. 2  and Cat. VR	
PU0144	2	2	7	Cat. 2  and Cat. VR	
PU0145	2	2	7	Cat. 2  and Cat. VR	
PU0146	2	2	7	Cat. 2  and Cat. VR	
PU0147	2	2	7	Cat. 2  and Cat. VR	
PU0148	2	2	7	Cat. 2  and Cat. VR	
PU0149	3	3	9	Cat. 3	
PU0150	3	3	9	Cat. 3	
PU0151	2	2	7	Cat. 2  and Cat. VR	
PU0152	2	2	7	Cat. 2  and Cat. VR	
PU0153	2	2	7	Cat. 2  and Cat. VR	
PU0154	2	2	7	Cat. 2  and Cat. VR	
PU0155	2	2	7	Cat. 2  and Cat. VR	
PU0156	2	2	7	Cat. 2  and Cat. VR	
PU0157	2	2	7	Cat. 2  and Cat. VR	
PU0158	2	2	7	Cat. 2  and Cat. VR	
PU0159	2	2	7	Cat. 2  and Cat. VR	
PU0160	2	2	7	Cat. 2  and Cat. VR	
PU0161	2	2	7	Cat. 2  and Cat. VR	
PU0162	2	2	7	Cat. 2  and Cat. VR	
PU0163	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0164	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0165	2	2	7	Cat. 2  and Cat. VR	
PU0166	2	2	7	Cat. 2  and Cat. VR	
PU0167	3	3	9	Cat. 3	
PU0168	2	2	7	Cat. 2  and Cat. VR	
PU0169	RVC-X	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0170	RVC	RVC	1	RVC	
PU0171	2	2	7	Cat. 2  and Cat. VR	
PU0172	2	2	7	Cat. 2  and Cat. VR	
PU0173	2	2	7	Cat. 2  and Cat. VR	
PU0174	2	2	7	Cat. 2  and Cat. VR	
PU0175	2	2	7	Cat. 2  and Cat. VR	
PU0176	2	2	7	Cat. 2  and Cat. VR	
PU0177	2	2	7	Cat. 2  and Cat. VR	
PU0178	2	2	7	Cat. 2  and Cat. VR	
PU0179	2	2	7	Cat. 2  and Cat. VR	
PU0180	2	2	7	Cat. 2  and Cat. VR	
PU0181	2	2	7	Cat. 2  and Cat. VR	
PU0182	2	2	7	Cat. 2  and Cat. VR	
PU0183	2	2	7	Cat. 2  and Cat. VR	
PU0184	2	2	7	Cat. 2  and Cat. VR	
PU0185	2	2	7	Cat. 2  and Cat. VR	
PU0186	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0187	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0188	3	3	9	Cat. 3	
PU0189	2	2	7	Cat. 2  and Cat. VR	
PU0190	2	2	7	Cat. 2  and Cat. VR	
PU0191	2	2	7	Cat. 2  and Cat. VR	
PU0192	2	2	7	Cat. 2  and Cat. VR	
PU0193	2	2	7	Cat. 2  and Cat. VR	
PU0194	2	2	7	Cat. 2  and Cat. VR	
PU0195	2	2	7	Cat. 2  and Cat. VR	
PU0196	2	2	7	Cat. 2  and Cat. VR	
PU0197	2	2	7	Cat. 2  and Cat. VR	
PU0198	2	2	7	Cat. 2  and Cat. VR	
PU0199	2	2	7	Cat. 2  and Cat. VR	
PU0200	2	2	7	Cat. 2  and Cat. VR	
PU0201	2	2	7	Cat. 2  and Cat. VR	
PU0202	2	2	7	Cat. 2  and Cat. VR	
PU0203	2	2	7	Cat. 2  and Cat. VR	
PU0204	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0205	2	2	7	Cat. 2  and Cat. VR	
PU0206	1P	1P	5	Cat. 1	
PU0207	2	2	7	Cat. 2  and Cat. VR	
PU0208	2	2	7	Cat. 2  and Cat. VR	
PU0209	2	2	7	Cat. 2  and Cat. VR	
PU0210	2	2	7	Cat. 2  and Cat. VR	
PU0211	2	2	7	Cat. 2  and Cat. VR	
PU0212	2	2	7	Cat. 2  and Cat. VR	
PU0213	2	2	7	Cat. 2  and Cat. VR	
PU0214	2	2	7	Cat. 2  and Cat. VR	
PU0215	2	2	7	Cat. 2  and Cat. VR	
PU0216	2	2	7	Cat. 2  and Cat. VR	
PU0217	2	2	7	Cat. 2  and Cat. VR	
PU0218	2	2	7	Cat. 2  and Cat. VR	
PU0219	2	2	7	Cat. 2  and Cat. VR	
PU0220	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0221	2	2	7	Cat. 2  and Cat. VR	
PU0222	2	2	7	Cat. 2  and Cat. VR	
PU0223	2	2	7	Cat. 2  and Cat. VR	
PU0224
PU0126	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0225	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0226	2	2	7	Cat. 2  and Cat. VR	
PU0227	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0228	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0229	VR	VR	8	Cat. 2  and Cat. VR	
PU0230	2	2	7	Cat. 2  and Cat. VR	
PU0231	X	X	2	Cat. X	
PU0232	2	2	7	Cat. 2  and Cat. VR	
PU0233	2	2	7	Cat. 2  and Cat. VR	
PU0234
PU0040	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0235	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0236	2	2	7	Cat. 2  and Cat. VR	
PU0237	2	2	7	Cat. 2  and Cat. VR	
PU0238	2	2	7	Cat. 2  and Cat. VR	
PU0239	2	2	7	Cat. 2  and Cat. VR	
PU0240	X	X	2	Cat. X	
PU0241	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0242	2	2	7	Cat. 2  and Cat. VR	
PU0243	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0244	2	2	7	Cat. 2  and Cat. VR	
PU0245	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0245	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0246	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0247	2	2	7	Cat. 2  and Cat. VR	
PU0248	2	2	7	Cat. 2  and Cat. VR	
PU0249	2	2	7	Cat. 2  and Cat. VR	
PU0250	2	2	7	Cat. 2  and Cat. VR	
PU0251	2	2	7	Cat. 2  and Cat. VR	
PU0252	2	2	7	Cat. 2  and Cat. VR	
PU0253	2	2	7	Cat. 2  and Cat. VR	
PU0254	2	2	7	Cat. 2  and Cat. VR	
PU0255	2	2	7	Cat. 2  and Cat. VR	
PU0256	2	2	7	Cat. 2  and Cat. VR	
PU0257	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0258	2	2	7	Cat. 2  and Cat. VR	
PU0259	3	3	9	Cat. 3	
PU0260	3	3	9	Cat. 3	
PU0261	3	3	9	Cat. 3	
PU0262	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0263	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0264	2	2	7	Cat. 2  and Cat. VR	
PU0265	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0266	3	3	9	Cat. 3	
PU0267	3	3	9	Cat. 3	
PU0268	2	2	7	Cat. 2  and Cat. VR	
PU0269	3	3	9	Cat. 3	
PU0270	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0271	2	2	7	Cat. 2  and Cat. VR	
PU0272	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0273	2	2	7	Cat. 2  and Cat. VR	
PU0274	2	2	7	Cat. 2  and Cat. VR	
PU0275	2	2	7	Cat. 2  and Cat. VR	
PU0276	3	3	9	Cat. 3	
PU0277	2	2	7	Cat. 2  and Cat. VR	
PU0278	2	2	7	Cat. 2  and Cat. VR	
PU0279	3	3	9	Cat. 3	
PU0280	2	2	7	Cat. 2  and Cat. VR	
PU0281	3	3	9	Cat. 3	
PU0282	3	3	9	Cat. 3	
PU0283	3	3	9	Cat. 3	
PU0284	3	3	9	Cat. 3	
PU0285	3	3	9	Cat. 3	
PU0286	3	3	9	Cat. 3	
PU0287	3	3	9	Cat. 3	
PU0288	3	3	9	Cat. 3	
PU0289	3	3	9	Cat. 3	
PU0290	3	3	9	Cat. 3	
PU0291	3	3	9	Cat. 3	
PU0292	3	3	9	Cat. 3	
PU0293	3	3	9	Cat. 3	
PU0295	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0296	2	2	7	Cat. 2  and Cat. VR	
PU0297	X	X	2	Cat. X	
PU0298	2	2	7	Cat. 2  and Cat. VR	
PU0299	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0300	2	2	7	Cat. 2  and Cat. VR	
PU0301	2	2	7	Cat. 2  and Cat. VR	
PU0302	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0303	3	3	9	Cat. 3	
PU0304	2	2	7	Cat. 2  and Cat. VR	
PU0305	3	3	9	Cat. 3	
PU0306	3	3	9	Cat. 3	
PU0307	2	2	7	Cat. 2  and Cat. VR	
PU0308	2	2	7	Cat. 2  and Cat. VR	
PU0309	3	3	9	Cat. 3	
PU0310	3	3	9	Cat. 3	
PU0311	2	2	7	Cat. 2  and Cat. VR	
PU0312	2	2	7	Cat. 2  and Cat. VR	
PU0313	2	2	7	Cat. 2  and Cat. VR	
PU0314	2	2	7	Cat. 2  and Cat. VR	
PU0315	2	2	7	Cat. 2  and Cat. VR	
PU0316	2	2	7	Cat. 2  and Cat. VR	
PU0317	2	2	7	Cat. 2  and Cat. VR	
PU0318	2	2	7	Cat. 2  and Cat. VR	
PU0319	2	2	7	Cat. 2  and Cat. VR	
PU0320	2	2	7	Cat. 2  and Cat. VR	
PU0321	2	2	7	Cat. 2  and Cat. VR	
PU0322	2	2	7	Cat. 2  and Cat. VR	
PU0323	2	2	7	Cat. 2  and Cat. VR	
PU0324	2	2	7	Cat. 2  and Cat. VR	
PU0325	2	2	7	Cat. 2  and Cat. VR	
PU0326	2	2	7	Cat. 2  and Cat. VR	
PU0327	3	3	9	Cat. 3	
PU0328	3	3	9	Cat. 3	
PU0329	2	2	7	Cat. 2  and Cat. VR	
PU0330	3	3	9	Cat. 3	
PU0331	2	2	7	Cat. 2  and Cat. VR	
PU0332	2	2	7	Cat. 2  and Cat. VR	
PU0333	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0334	2	2	7	Cat. 2  and Cat. VR	
PU0335	2	2	7	Cat. 2  and Cat. VR	
PU0336	2	2	7	Cat. 2  and Cat. VR	
PU0337	2	2	7	Cat. 2  and Cat. VR	
PU0338	---	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0339	2	2	7	Cat. 2  and Cat. VR	
PU0340	2	2	7	Cat. 2  and Cat. VR	
PU0341	2	2	7	Cat. 2  and Cat. VR	
PU0342	2	2	7	Cat. 2  and Cat. VR	
PU0343	2	2	7	Cat. 2  and Cat. VR	
PU0344	2	2	7	Cat. 2  and Cat. VR	
PU0345	2	2	7	Cat. 2  and Cat. VR	
PU0346	2	2	7	Cat. 2  and Cat. VR	
PU0347	2	2	7	Cat. 2  and Cat. VR	
PU0348	2	2	7	Cat. 2  and Cat. VR	
PU0349	3	3	9	Cat. 3	
PU0350	2	2	7	Cat. 2  and Cat. VR	
PU0351	2	2	7	Cat. 2  and Cat. VR	
PU0352	2	2	7	Cat. 2  and Cat. VR	
PU0353	3	3	9	Cat. 3	
PU0354	2	2	7	Cat. 2  and Cat. VR	
PU0355	VR	VR	8	Cat. 2  and Cat. VR	
PU0356	2	2	7	Cat. 2  and Cat. VR	
PU0357	2	2	7	Cat. 2  and Cat. VR	
PU0358	2	2	7	Cat. 2  and Cat. VR	
PU0359	2	2	7	Cat. 2  and Cat. VR	
PU0360	1P	1P	5	Cat. 1	
PU0361	RVC	RVC	1	RVC	
PU0362	RVC-X	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0363	RVC-X	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0364	X	X	2	Cat. X	
PU0365	X	X	2	Cat. X	
PU0366	2	2	7	Cat. 2  and Cat. VR	
PU0367	2	2	7	Cat. 2  and Cat. VR	
PU0368	2	2	7	Cat. 2  and Cat. VR	
PU0369	2	2	7	Cat. 2  and Cat. VR	
PU0370	2	2	7	Cat. 2  and Cat. VR	
PU0371	2	2	7	Cat. 2  and Cat. VR	
PU0372	2	2	7	Cat. 2  and Cat. VR	
PU0373	2	2	7	Cat. 2  and Cat. VR	
PU0374	2	2	7	Cat. 2  and Cat. VR	
PU0375	2	2	7	Cat. 2  and Cat. VR	
PU0376	2	2	7	Cat. 2  and Cat. VR	
PU0377	2	2	7	Cat. 2  and Cat. VR	
PU0378	2	2	7	Cat. 2  and Cat. VR	
PU0379	2	2	7	Cat. 2  and Cat. VR	
PU0380	2	2	7	Cat. 2  and Cat. VR	
PU0381	2	2	7	Cat. 2  and Cat. VR	
PU0382	2	2	7	Cat. 2  and Cat. VR	
PU0383	2	2	7	Cat. 2  and Cat. VR	
PU0384	2	2	7	Cat. 2  and Cat. VR	
PU0385	2	2	7	Cat. 2  and Cat. VR	
PU0386	2	2	7	Cat. 2  and Cat. VR	
PU0387	2	2	7	Cat. 2  and Cat. VR	
PU0388	2	2	7	Cat. 2  and Cat. VR	
PU0389	2	2	7	Cat. 2  and Cat. VR	
PU0390	2	2	7	Cat. 2  and Cat. VR	
PU0391	2	2	7	Cat. 2  and Cat. VR	
PU0392	2	2	7	Cat. 2  and Cat. VR	
PU0393	2	2	7	Cat. 2  and Cat. VR	
PU0394	2	2	7	Cat. 2  and Cat. VR	
PU0395	2	2	7	Cat. 2  and Cat. VR	
PU0396	2	2	7	Cat. 2  and Cat. VR	
PU0397	2	2	7	Cat. 2  and Cat. VR	
PU0398	2	2	7	Cat. 2  and Cat. VR	
PU0399	2	2	7	Cat. 2  and Cat. VR	
PU0400	2	2	7	Cat. 2  and Cat. VR	
PU0401	2	2	7	Cat. 2  and Cat. VR	
PU0402	2	2	7	Cat. 2  and Cat. VR	
PU0403	2	2	7	Cat. 2  and Cat. VR	
PU0404	2	2	7	Cat. 2  and Cat. VR	
PU0405	2	2	7	Cat. 2  and Cat. VR	
PU0406	2	2	7	Cat. 2  and Cat. VR	
PU0407	2	2	7	Cat. 2  and Cat. VR	
PU0408	2	2	7	Cat. 2  and Cat. VR	
PU0409	RVC	RVC	1	RVC	
PU0410	2	2	7	Cat. 2  and Cat. VR	
PU0411	2	2	7	Cat. 2  and Cat. VR	
PU0412	2	2	7	Cat. 2  and Cat. VR	
PU0413	2	2	7	Cat. 2  and Cat. VR	
PU0414	2	2	7	Cat. 2  and Cat. VR	
PU0415	2	2	7	Cat. 2  and Cat. VR	
PU0416	2	2	7	Cat. 2  and Cat. VR	
PU0417	2	2	7	Cat. 2  and Cat. VR	
PU0418	2	2	7	Cat. 2  and Cat. VR	
PU0419	RVC	RVC	1	RVC	
PU0420	RVC	RVC	1	RVC	
PU0421	RVC	RVC	1	RVC	
PU0422	3	3	9	Cat. 3	
PU0423	2	2	7	Cat. 2  and Cat. VR	
PU0424	2	2	7	Cat. 2  and Cat. VR	
PU0425	3	3	9	Cat. 3	
PU0426	2	2	7	Cat. 2  and Cat. VR	
PU0427	2	2	7	Cat. 2  and Cat. VR	
PU0428	2	2	7	Cat. 2  and Cat. VR	
PU0429	3	3	9	Cat. 3	
PU0430	2	2	7	Cat. 2  and Cat. VR	
PU0431	2	2	7	Cat. 2  and Cat. VR	
PU0432	3	3	9	Cat. 3	
PU0433	2	2	7	Cat. 2  and Cat. VR	
PU0434	2	2	7	Cat. 2  and Cat. VR	
PU0435	2	2	7	Cat. 2  and Cat. VR	
PU0436	2	2	7	Cat. 2  and Cat. VR	
PU0437	2	2	7	Cat. 2  and Cat. VR	
PU0438	2	2	7	Cat. 2  and Cat. VR	
PU0439	2	2	7	Cat. 2  and Cat. VR	
PU0440	2	2	7	Cat. 2  and Cat. VR	
PU0441	2	2	7	Cat. 2  and Cat. VR	
PU0442	NA	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0443	2	2	7	Cat. 2  and Cat. VR	
PU0444	2	2	7	Cat. 2  and Cat. VR	
PU0445	RVC	RVC	1	RVC	
PU0446	RVC	RVC	1	RVC	
PU0447	RVC	RVC	1	RVC	
PU0448	RVC	RVC	1	RVC	
PU0449	RVC	RVC	1	RVC	
PU0450	2	2	7	Cat. 2  and Cat. VR	
