sheet_row	sys_ra_feature_id	title_source_description	chapter_for_vf	vf_suffix	document_id	signal_names_in_description	n_signals	n_solved_signals	tc_status
991	Sys-RA-VF665_V43_VSM-990	TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req	01.08.03	VF_3706	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req	1	1	ISOLATED (DR-VT2)
993	Sys-RA-VF665_V43_VSM-992	"IF the user sets ""Rain_Sensor_Sensibility_Setting.Req"" internal signals to ""Auto 1"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.RainSensorSensibility_Req"" B-CAN signal equal to ""Auto 1"" and sends this signal to IPC"	01.11.01.01.07	VF_483	VF655_V43_R3	Rain_Sensor | Rain_Sensor_Sensibility_Setting.Req | TELEMATIC_VEHICLE_SETUP2.RainSensorSensibility_Req	3	1	ISOLATED (DR-VT2)
994	Sys-RA-VF665_V43_VSM-993	"IF the user sets ""Rain_Sensor_Sensibility_Setting.Req"" internal signals to ""Auto 2"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.RainSensorSensibility_Req"" B-CAN signal equal to ""Auto 2"" and sends this signal to IPC"	01.11.01.01.07	VF_3588	VF655_V43_R3	Rain_Sensor | Rain_Sensor_Sensibility_Setting.Req | TELEMATIC_VEHICLE_SETUP2.RainSensorSensibility_Req	3	1	ISOLATED (DR-VT2)
995	Sys-RA-VF665_V43_VSM-994	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.RainSensorSensibility"" message THEN TLM updates the Rain Sensor information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.07	VF_486	VF655_V43_R3	IPC_VEHICLE_SETUP2.RainSensorSensibility | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
997	Sys-RA-VF665_V43_VSM-996	The LTM/ETM shall display the Unit Custom setting to allow the customer the ability to modify the measurement units setting.	01.11.01.01.10	VF_3640	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
999	Sys-RA-VF665_V43_VSM-998	"IF ""Odo_Units Change"" PROXI parameter is equal to ""absent"" THEN TLM shall not display the Distance Measurement Unit menu item and the user can not perform any setting."	01.11.01.01.10.01	VF_3642	VF655_V43_R3	Odo_Units Change	1	0	ISOLATED (DR-VT2)
1000	Sys-RA-VF665_V43_VSM-999	"IF ""Odo_Units Change"" PROXI parameter is equal to ""present"" THEN TLM shall display the Distance Measurement Unit menu item and the user can perform setting."	01.11.01.01.10.01	VF_3643	VF655_V43_R3	Odo_Units Change	1	0	ISOLATED (DR-VT2)
1001	Sys-RA-VF665_V43_VSM-1000	"IF the user sets ""Distance_Unit_Setting.Req"" internal signals to ""Km"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req"" B-CAN signal equal to ""Km"" and sends this signal to IPC"	01.11.01.01.10.01	VF_3644	VF655_V43_R3	Distance_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req	2	1	ISOLATED (DR-VT2)
1002	Sys-RA-VF665_V43_VSM-1001	"IF the user sets ""Distance_Unit_Setting.Req"" internal signals as ""Miles"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req"" B-CAN signal equal to ""Miles"" and sends this signal to IPC"	01.11.01.01.10.01	VF_3645	VF655_V43_R3	Distance_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req	2	1	ISOLATED (DR-VT2)
1003	Sys-RA-VF665_V43_VSM-1002	"WHEN TLM receives ""IPC_VEHICLE_SETUP.DistanceUnit"" message THEN TLM updates the Distance Measurement Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.01	VF_3646	VF655_V43_R3	IPC_VEHICLE_SETUP.DistanceUnit | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1005	Sys-RA-VF665_V43_VSM-1004	"IF ""Fuel_Type"" PROXI parameter is different to ""CNG"" or ""GPL"" THEN TLM shall display the Consumption Measurement Unit menu item and the user can perform setting."	01.11.01.01.10.02	VF_3648	VF655_V43_R3	Fuel_Type	1	0	ISOLATED (DR-VT2)
1006	Sys-RA-VF665_V43_VSM-1005	"IF ""Odo_Units_Change"" PROXI parameter is equal to ""present"" AND ""Distance_Unit_Setting.Req"" is equal to ""km"" THEN TLM shall display only the menu items ""Km_Per_Litre"" and ""Litres_Per_100Km"""	01.11.01.01.10.02	VF_3649	VF655_V43_R3	Distance_Unit_Setting.Req | Odo_Units_Change	2	0	ISOLATED (DR-VT2)
1007	Sys-RA-VF665_V43_VSM-1006	"IF ""Consumption_Unit_Setting.Req"" is equal to ""Km_Per_Litre"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Km_Per_Litre"" value."	01.11.01.01.10.02	VF_3650	VF655_V43_R3	Consumption_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	2	1	ISOLATED (DR-VT2)
1008	Sys-RA-VF665_V43_VSM-1007	"IF ""Consumption_Unit_Setting.Req"" is equal to ""Litres_Per_100Km"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Litres_Per_100Km"" value."	01.11.01.01.10.02	VF_3651	VF655_V43_R3	Consumption_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	2	1	ISOLATED (DR-VT2)
1009	Sys-RA-VF665_V43_VSM-1008	"IF ""Odo_Units_Change"" PROXI parameter is equal to ""present"" AND ""Distance_Unit_Setting.Req"" is equal to ""miles"" THEN TLM shall display only the Consumption Unit menu item related to ""mpg"""	01.11.01.01.10.02	VF_3652	VF655_V43_R3	Distance_Unit_Setting.Req | Odo_Units_Change	2	0	ISOLATED (DR-VT2)
1010	Sys-RA-VF665_V43_VSM-1009	"IF ""Consumption_Unit_Setting.Req"" is equal to ""mpg"" THEN"	01.11.01.01.10.02	VF_3653	VF655_V43_R3	Consumption_Unit_Setting.Req	1	0	ISOLATED (DR-VT2)
1011	Sys-RA-VF665_V43_VSM-1010	"IF ""Country_Code"" PROXI parameter is equal to ""United States of America"" OR ""GRENADA"" OR ""BURMA"" OR ""MEXICO"" OR ""CANADA"" OR ""PUERTO RICO"" OR ""LIBERIA"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Miles_Per_Gallon_US"" value."	01.11.01.01.10.02	VF_3654	VF655_V43_R3	Country_Code | TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	2	1	ISOLATED (DR-VT2)
1012	Sys-RA-VF665_V43_VSM-1011	"ELSE THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Miles_Per_Gallon_UK"" value."	01.11.01.01.10.02	VF_3655	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	1	1	ISOLATED (DR-VT2)
1013	Sys-RA-VF665_V43_VSM-1012	"WHEN TLM receives ""IPC_VEHICLE_SETUP.ConsumptionUnit"" message THEN TLM updates the Consumption Measurement Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.02	VF_3656	VF655_V43_R3	IPC_VEHICLE_SETUP.ConsumptionUnit | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1014	Sys-RA-VF665_V43_VSM-1013	ELSE THEN TLM shall not display the Consumption Measurement Unit menu item and the user can not perform setting.	01.11.01.01.10.02	VF_3657	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1016	Sys-RA-VF665_V43_VSM-1015	"IF ""External_Temperature_Sensor"" PROXI parameter is equal to ""absent"" THEN TLM shall not display the External Temperature Measurement Unit menu item and the user can not perform any setting."	01.11.01.01.10.03	VF_3659	VF655_V43_R3	External_Temperature_Sensor	1	0	ISOLATED (DR-VT2)
1017	Sys-RA-VF665_V43_VSM-1016	"IF ""External_Temperature_Sensor"" PROXI parameter is equal to ""present"" THEN TLM shall display the External Temperature Measurement Unit menu item and the user can perform setting."	01.11.01.01.10.03	VF_3660	VF655_V43_R3	External_Temperature_Sensor	1	0	ISOLATED (DR-VT2)
1018	Sys-RA-VF665_V43_VSM-1017	"IF the user sets ""Temperature_Unit_Setting.Req"" internal signals to ""°C"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req"" B-CAN signal equal to ""°C"" and sends this signal to IPC"	01.11.01.01.10.03	VF_3661	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req | Temperature_Unit_Setting.Req	2	1	ISOLATED (DR-VT2)
1019	Sys-RA-VF665_V43_VSM-1018	"IF the user sets ""Temperature_Unit_Setting.Req"" internal signals to ""°F"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req"" B-CAN signal equal to ""°F"" and sends this signal to IPC"	01.11.01.01.10.03	VF_3662	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req | Temperature_Unit_Setting.Req	2	1	ISOLATED (DR-VT2)
1020	Sys-RA-VF665_V43_VSM-1019	"WHEN TLM receives ""IPC_VEHICLE_SETUP.TemperatureUnit"" message THEN TLM updates the External TemperatureMeasurement Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.03	VF_3663	VF655_V43_R3	IPC_VEHICLE_SETUP.TemperatureUnit | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1022	Sys-RA-VF665_V43_VSM-1021	"IF ""Tyre_Pressure_Unit_Menu"" PROXI parameter is equal to ""Absent"" THEN TLM shall not display the Tyre Pressure Unit menu item and the user can not perform any setting."	01.11.01.01.10.04	VF_3665	VF655_V43_R3	Tyre_Pressure_Unit_Menu	1	0	ISOLATED (DR-VT2)
1023	Sys-RA-VF665_V43_VSM-1022	"IF ""Tyre_Pressure_Unit_Menu"" PROXI parameter is equal to ""Present"" THEN TLM shall display the Tyre Pressure Unit menu item and the user can perform setting."	01.11.01.01.10.04	VF_3666	VF655_V43_R3	Tyre_Pressure_Unit_Menu	1	0	ISOLATED (DR-VT2)
1024	Sys-RA-VF665_V43_VSM-1023	"IF the user sets ""Tyre_Pressure_Unit_Setting.Req"" internal signals to "" kPa"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req"" B-CAN signal equal to ""kPa"" and sends this signal to IPC"	01.11.01.01.10.04	VF_3667	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req | Tyre_Pressure_Unit_Setting.Req	2	1	ISOLATED (DR-VT2)
1025	Sys-RA-VF665_V43_VSM-1024	"IF the user sets ""Tyre_Pressure_Unit_Setting.Req"" internal signals to "" psi"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req"" B-CAN signal equal to "" psi"" and sends this signal to IPC"	01.11.01.01.10.04	VF_3668	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req | Tyre_Pressure_Unit_Setting.Req	2	1	ISOLATED (DR-VT2)
1026	Sys-RA-VF665_V43_VSM-1025	"IF the user sets ""TyrePressureUnit_Req"" internal signals to "" bar"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req"" B-CAN signal equal to ""bar"" and sends this signal to IPC"	01.11.01.01.10.04	VF_3669	VF655_V43_R3	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req	1	1	ISOLATED (DR-VT2)
1027	Sys-RA-VF665_V43_VSM-1026	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.TyrePressureUnit"" message THEN TLM updates the Tyre Pressure Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.04	VF_3670	VF655_V43_R3	IPC_VEHICLE_SETUP2.TyrePressureUnit | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
