tc_id	req_id	outline	score	sent_idx	clause_verbatim
NR1L-ComfortHMI-197	SWE1-HVAC-104-05	14.19	1.00	0	HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)
NR1L-ComfortHMI-198	SWE1-HVAC-104-06	14.19	1.00	0	HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)
NR1L-ComfortHMI-199	SWE1-HVAC-104-07	14.19	1.00	0	HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)
NR1L-ComfortHMI-200	SWE1-HVAC-104-08	14.19	1.00	0	HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)
NR1L-ComfortHMI-201	SWE1-HVAC-105-01	15.1	1.00	1	The graphics provided are examples and all pop ups should display current state of the HVAC systems (not the exact pictures below but whatever MODE or FAN SPEED for current system).
NR1L-ComfortHMI-202	SWE1-HVAC-105-02	15.1	1.00	1	The graphics provided are examples and all pop ups should display current state of the HVAC systems (not the exact pictures below but whatever MODE or FAN SPEED for current system).
NR1L-ComfortHMI-384	SWE1-HVAC-105-01	15.1	1.00	1	The graphics provided are examples and all pop ups should display current state of the HVAC systems (not the exact pictures below but whatever MODE or FAN SPEED for current system).
NR1L-ComfortHMI-385	SWE1-HVAC-105-02	15.1	1.00	1	The graphics provided are examples and all pop ups should display current state of the HVAC systems (not the exact pictures below but whatever MODE or FAN SPEED for current system).
NR1L-ComfortHMI-082	SWE1-HVAC-106-01	16.2	1.00	0	ICE1.) Whenever changes to the climate system are made via hard controls or touchscreen, these changes are reflected in both locations with the exception of the recirculation led in climate off (see ICE11.).
NR1L-ComfortHMI-083	SWE1-HVAC-106-02	16.2	1.00	0	ICE1.) Whenever changes to the climate system are made via hard controls or touchscreen, these changes are reflected in both locations with the exception of the recirculation led in climate off (see ICE11.).
NR1L-ComfortHMI-084	SWE1-HVAC-106-03	16.2	1.00	1	Whenever fan speed or temperature hard controls are used (even if at highest/lowest setting), according pop-ups are shown if NOT on climate screen (timeout after 3 sec), and changes are reflected in status bar/ status indicator on category button.
NR1L-ComfortHMI-085	SWE1-HVAC-106-04	16.2	1.00	2	When sync'd, do not show slider pop-up on passenger side when adjusting driver slider.
NR1L-ComfortHMI-086	SWE1-HVAC-106-05	16.2	1.00	3	If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set, for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.
NR1L-ComfortHMI-087	SWE1-HVAC-106-06	16.2	1.00	3	If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set, for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.
NR1L-ComfortHMI-088	SWE1-HVAC-106-07	16.2	1.00	3	If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set, for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.
NR1L-ComfortHMI-089	SWE1-HVAC-106-08	16.2	1.00	4	If on climate screen, status changes are indicated directly on touchscreen buttons / status indicator on category button and will not be shown in the status bar.
NR1L-ComfortHMI-090	SWE1-HVAC-106-09	16.2	1.00	5	If changes are made on climate screen, LEDs on hard controls reflect new status.
NR1L-ComfortHMI-203	SWE1-HVAC-107-01	16.3	1.00	1	The fan speed indicator shows Auto instead of the actual fan speed and none of the Mode buttons will be shown highlighted.
NR1L-ComfortHMI-204	SWE1-HVAC-107-02	16.3	1.00	1	The fan speed indicator shows Auto instead of the actual fan speed and none of the Mode buttons will be shown highlighted.
NR1L-ComfortHMI-205	SWE1-HVAC-107-03	16.3	1.00	2	The main category control will display Auto with the Mode Man and Fan speed greyed out behind it.
NR1L-ComfortHMI-206	SWE1-HVAC-107-04	16.3	1.00	3	AUTO affects Fan speed, Modes, AC in order to reach desired temperature as quickly as possible.
NR1L-ComfortHMI-207	SWE1-HVAC-107-05	16.3	1.00	4	Auto is mutually exclusive with MAX A/C and MAX DEF.
NR1L-ComfortHMI-208	SWE1-HVAC-107-06	16.3	1.00	5	Pressing MAX DEF or Max A/C the system goes to that function.
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	16.3	1.00	5	Pressing MAX DEF or Max A/C the system goes to that function.
NR1L-ComfortHMI-209	SWE1-HVAC-107-07	16.3	1.00	9	Manually changing airflow mode, or changing fan speeds breaks Auto.
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	16.3	1.00	9	Manually changing airflow mode, or changing fan speeds breaks Auto.
NR1L-ComfortHMI-210	SWE1-HVAC-107-08	16.3	1.00	8	Manually selecting A/C keeps the system in AUTO without compressor usage (A/C off).
NR1L-ComfortHMI-211	SWE1-HVAC-107-09	16.3	1.00	12	(AUTO is not shown in MTC configurations)
NR1L-ComfortHMI-212	SWE1-HVAC-108	16.4	1.00	0	ICE3.) MAX A/C, A/C, RECIRC, MAX DEF, and REAR DEFROST have on/off state.
NR1L-ComfortHMI-213	SWE1-HVAC-109-01	16.5	1.00	0	ICE4.) The recirc icon will display the vehicle model specific icon as displayed in the Climate Main page table.
NR1L-ComfortHMI-214	SWE1-HVAC-109-02	16.5	1.00	1	If the system cannot detect the vehicle model it will display the generic recirc symbol.
NR1L-ComfortHMI-098	SWE1-HVAC-110-01	16.6	1.00	0	ICE5.) Temperature ranges: LO, 60-84, HI (English), LO, 16-28, HI (Metric).
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	16.6	1.00	0	ICE5.) Temperature ranges: LO, 60-84, HI (English), LO, 16-28, HI (Metric).
NR1L-ComfortHMI-099	SWE1-HVAC-110-02	16.6	1.00	1	Temperature will display the current degree value the user has set it to for ATC systems, when at the Highest possible position display HI when at the lowest display LO instead of a degree value.
NR1L-ComfortHMI-100	SWE1-HVAC-110-03	16.6	1.00	2	The status is indicated on TS climate screen and in status bar.
NR1L-ComfortHMI-101	SWE1-HVAC-110-04	16.6	1.00	3	Show pop-up when status is changed via hard control and currently shown screen is not climate screen.
NR1L-ComfortHMI-102	SWE1-HVAC-110-05	16.6	1.00	5	When the user sets the climate system temperature ranges to Metric the CCM switches to half degree increments .
NR1L-ComfortHMI-103	SWE1-HVAC-110-06	16.6	1.00	4	(when sync'd, do not show slider pop-up on passenger side when adjusting driver slider).
NR1L-ComfortHMI-104	SWE1-HVAC-111-01	16.6.1	1.00	0	ICE5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature, adjusting passenger temperature would break SYNC and turn it off.
NR1L-ComfortHMI-105	SWE1-HVAC-111-02	16.6.1	1.00	0	ICE5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature, adjusting passenger temperature would break SYNC and turn it off.
NR1L-ComfortHMI-106	SWE1-HVAC-111-03	16.6.1	1.00	3	The system can jump to a value as well via the slider or voice command.
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	16.6.1	1.00	3	The system can jump to a value as well via the slider or voice command.
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	16.6.1	1.00	3	The system can jump to a value as well via the slider or voice command.
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	16.6.1	1.00	2	Long press = fast move shall also work for temperature HARD CONTROLS .
NR1L-ComfortHMI-108	SWE1-HVAC-111-05	16.6.1	1.00	4	User must press slider handle to move temperature slider position; if user initially presses slider area outside of handle, ignore the press.
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	16.6.1	1.00	4	User must press slider handle to move temperature slider position; if user initially presses slider area outside of handle, ignore the press.
NR1L-ComfortHMI-109	SWE1-HVAC-112-01	16.7	1.00	0	ICE6.) Fan ranges: Off, 1-7 (denoting to show AUTO label instead when in AUTO).
NR1L-ComfortHMI-110	SWE1-HVAC-112-02	16.7	1.00	1	The status is indicated on TS climate screen and in main category control.
NR1L-ComfortHMI-111	SWE1-HVAC-112-03	16.7	1.00	2	Show pop-up when status is changed via hard control and currently shown screen is not climate screen.
NR1L-ComfortHMI-112	SWE1-HVAC-112-04	16.7	1.00	3	When on climate screen, user can either use Fan up/down buttons, directly touch a fan segment to jump or slide, or use Hard Control.
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	16.7	1.00	3	When on climate screen, user can either use Fan up/down buttons, directly touch a fan segment to jump or slide, or use Hard Control.
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	16.7	1.00	3	When on climate screen, user can either use Fan up/down buttons, directly touch a fan segment to jump or slide, or use Hard Control.
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	16.7	1.00	3	When on climate screen, user can either use Fan up/down buttons, directly touch a fan segment to jump or slide, or use Hard Control.
NR1L-ComfortHMI-113	SWE1-HVAC-112-05	16.7	1.00	6	The only way to have all FAN bars grayed out is by shutting the CLIMATE system OFF (using climate power button on the screen or hard control).
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	16.7	1.00	6	The only way to have all FAN bars grayed out is by shutting the CLIMATE system OFF (using climate power button on the screen or hard control).
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	16.8	1.00	0	ICE7.) MAX DEF automatically turns on A/C, changes airflow modes to Windshield, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at highest setting (HI), change RECIRC to open (LED off), turns on Sync and activates the REAR DEFROST.
NR1L-ComfortHMI-238	SWE1-HVAC-113-02	16.8	0.97	0	ICE7.) MAX DEF automatically turns on A/C, changes airflow modes to Windshield, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at highest setting (HI), change RECIRC to open (LED off), turns on Sync and activates the REAR DEFROST.
NR1L-ComfortHMI-239	SWE1-HVAC-113-03	16.8	1.00	0	ICE7.) MAX DEF automatically turns on A/C, changes airflow modes to Windshield, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at highest setting (HI), change RECIRC to open (LED off), turns on Sync and activates the REAR DEFROST.
NR1L-ComfortHMI-240	SWE1-HVAC-113-04	16.8	1.00	0	ICE7.) MAX DEF automatically turns on A/C, changes airflow modes to Windshield, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at highest setting (HI), change RECIRC to open (LED off), turns on Sync and activates the REAR DEFROST.
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	16.8	1.00	0	ICE7.) MAX DEF automatically turns on A/C, changes airflow modes to Windshield, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at highest setting (HI), change RECIRC to open (LED off), turns on Sync and activates the REAR DEFROST.
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	16.8	1.00	0	ICE7.) MAX DEF automatically turns on A/C, changes airflow modes to Windshield, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at highest setting (HI), change RECIRC to open (LED off), turns on Sync and activates the REAR DEFROST.
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	16.8	1.00	1	MAX DEF switches off automatically after a set time after which the system goes back to the previous manual mode.
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	16.8	1.00	2	Change in fan speed doesn’t break MAX DEF.
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	16.8	1.00	3	Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	16.8	1.00	3	Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	16.8	1.00	3	Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	16.8	1.00	3	Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	16.8	1.00	4	Pressing A/C brakes MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C off.
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	16.8	1.00	5	Pressing AUTO breaks MAX DEF (turns MAX DEF off) and the system goes to AUTO.
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	16.8	1.00	6	Similarly, pressing MAX A/C turns MAX DEF off (turns MAX DEF off) and the system goes to MAX A/C.
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	16.9	1.00	0	ICE8.) Rear Defrost has on/ off state.
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	16.9	1.00	1	Gray out the REAR DEFROST button when rear defrost availability status from CCM denotes that .
NR1L-ComfortHMI-215	SWE1-HVAC-115-01	16.10	1.00	0	ICE9.) Climate off has on/off state that is indicated on HC, TS (climate screen) and in status bar.
NR1L-ComfortHMI-216	SWE1-HVAC-115-02	16.10	1.00	1	When the system is turned off, show the CLIMATE OFF screen with the OFF button turned into an ON button and grey out remaining buttons except for Front/Max defrost and rear defrost.
NR1L-ComfortHMI-217	SWE1-HVAC-115-03	16.10	1.00	2	"The Main category control shows fan speed segments off and mode Oscar replaced with ""OFF"" which will remain until the user turns it back on."
NR1L-ComfortHMI-218	SWE1-HVAC-115-04	16.10	1.00	3	Temperatures and units (°F/C) in status bar are substituted by dashes in all modes when climate is off.
NR1L-ComfortHMI-219	SWE1-HVAC-115-05	16.10	1.00	4	Actions on rear defrost, heated/vented seats or heated wheel don t reactivate climate (climate still off).
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	16.10	1.00	4	Actions on rear defrost, heated/vented seats or heated wheel don t reactivate climate (climate still off).
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	16.10	1.00	4	Actions on rear defrost, heated/vented seats or heated wheel don t reactivate climate (climate still off).
NR1L-ComfortHMI-220	SWE1-HVAC-115-06	16.10	1.00	5	Actions on any other climate hard controls turns system back on.
NR1L-ComfortHMI-221	SWE1-HVAC-115-07	16.10	1.00	7	Action on the recirculation hard control will not turn system back on; it simply opens the recirculation and turns led off.
NR1L-ComfortHMI-222	SWE1-HVAC-115-08	16.10	1.00	9	If the user continues to hold/turn the control, the system will respond in-kind.
NR1L-ComfortHMI-223	SWE1-HVAC-116-01	16.11	1.00	3	When SYNC is on, changing the driver temperature automatically changes the passenger temperature.
NR1L-ComfortHMI-224	SWE1-HVAC-116-02	16.11	1.00	4	Adjusting the passenger temperature via touchscreen or hard control would break SYNC.
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	16.11	1.00	5	Adjusting Fan speed and Mode will alter the Front and Rear passengers.
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	16.11	1.00	6	If the rear fan speed, mode, or temp are adjust from either the touchscreen or rear climate controls will break SYNC and turn it off.
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	16.12	1.00	3	Only one airflow mode can be selected at a time.
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	16.12	1.00	1	ON state for the four airflow modes is shown by highlighting the button and increasing button size.
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	16.12	1.00	2	The main category control will display the newly selected airflow mode inside the fan space .
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	16.12.1	1.00	0	ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	16.12.1	1.00	0	ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	16.12.1	1.00	1	When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	16.12.1	1.00	2	In both cases the main category label will be updated.
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	16.12.1	1.00	3	While in Rear Climate screen the Mode Hard Control button will alter the front Mode.
NR1L-ComfortHMI-225	SWE1-HVAC-119-01	16.13	1.00	2	MAX A/C automatically turns on A/C, changes airflow modes to Face, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at lowest setting (LO), change RECIRC to closed (led on), and turns on Sync.
NR1L-ComfortHMI-226	SWE1-HVAC-119-02	16.13	1.00	2	MAX A/C automatically turns on A/C, changes airflow modes to Face, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at lowest setting (LO), change RECIRC to closed (led on), and turns on Sync.
NR1L-ComfortHMI-227	SWE1-HVAC-119-03	16.13	0.96	2	MAX A/C automatically turns on A/C, changes airflow modes to Face, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at lowest setting (LO), change RECIRC to closed (led on), and turns on Sync.
NR1L-ComfortHMI-228	SWE1-HVAC-119-04	16.13	1.00	2	MAX A/C automatically turns on A/C, changes airflow modes to Face, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at lowest setting (LO), change RECIRC to closed (led on), and turns on Sync.
NR1L-ComfortHMI-229	SWE1-HVAC-119-05	16.13	1.00	2	MAX A/C automatically turns on A/C, changes airflow modes to Face, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at lowest setting (LO), change RECIRC to closed (led on), and turns on Sync.
NR1L-ComfortHMI-230	SWE1-HVAC-119-06	16.13	1.00	2	MAX A/C automatically turns on A/C, changes airflow modes to Face, increases fan speed at highest setting (7/7), sets temperature (driver and passenger if available) at lowest setting (LO), change RECIRC to closed (led on), and turns on Sync.
NR1L-ComfortHMI-231	SWE1-HVAC-119-07	16.13	1.00	3	Change in fan speed deactivates MAX A/C (un-highlight MAX A/C) while maintaining system in current state with change in fan speed.
NR1L-ComfortHMI-232	SWE1-HVAC-119-08	16.13	1.00	4	Changing temperature, recirculation, mode distribution, or pressing again MAX A/C brakes MAX A/C, (turns MAX A/C off) and the system goes back to the previous manual mode except for the element changed (temperature, or mode, or recirculation) and keeps the A/C on.
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	16.13	1.00	4	Changing temperature, recirculation, mode distribution, or pressing again MAX A/C brakes MAX A/C, (turns MAX A/C off) and the system goes back to the previous manual mode except for the element changed (temperature, or mode, or recirculation) and keeps the A/C on.
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	16.13	1.00	4	Changing temperature, recirculation, mode distribution, or pressing again MAX A/C brakes MAX A/C, (turns MAX A/C off) and the system goes back to the previous manual mode except for the element changed (temperature, or mode, or recirculation) and keeps the A/C on.
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	16.13	1.00	4	Changing temperature, recirculation, mode distribution, or pressing again MAX A/C brakes MAX A/C, (turns MAX A/C off) and the system goes back to the previous manual mode except for the element changed (temperature, or mode, or recirculation) and keeps the A/C on.
NR1L-ComfortHMI-233	SWE1-HVAC-119-09	16.13	1.00	4	Changing temperature, recirculation, mode distribution, or pressing again MAX A/C brakes MAX A/C, (turns MAX A/C off) and the system goes back to the previous manual mode except for the element changed (temperature, or mode, or recirculation) and keeps the A/C on.
NR1L-ComfortHMI-234	SWE1-HVAC-119-10	16.13	1.00	5	Pressing A/C, brakes MAX A/C (turns MAX A/C off) and the system goes back to the previous manual mode with the A/C off.
NR1L-ComfortHMI-235	SWE1-HVAC-119-11	16.13	1.00	6	Pressing AUTO brakes MAX A/C (turns MAX A/C off) and the system goes to AUTO.
NR1L-ComfortHMI-236	SWE1-HVAC-119-12	16.13	1.00	7	Similarly, pressing MAX DEF turns MAX A/C off (turns MAX A/C off) and the system goes to MAX DEF.
NR1L-ComfortHMI-091	SWE1-HVAC-120-01	16.14	1.00	0	ICE13.) MTC screens/popups are to be used when CCM relays MTC functionality.
NR1L-ComfortHMI-092	SWE1-HVAC-120-02	16.14	1.00	1	"MTC climate is primarily differentiated from ATC by the lack of discrete temperature settings and ""Auto"" control over the set temperature."
NR1L-ComfortHMI-093	SWE1-HVAC-120-03	16.14	1.00	1	"MTC climate is primarily differentiated from ATC by the lack of discrete temperature settings and ""Auto"" control over the set temperature."
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	16.15	1.00	0	ICE14.) EXTERIOR REAR-VIEW MIRROR DEFROST has on/ off state.
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	16.15	1.00	1	EXTERIOR REAR-VIEWMIRROR DEFROST is independent of any other climate functions.
NR1L-ComfortHMI-094	SWE1-HVAC-122-01	16.16	1.00	0	ICE15.) Always show 'Driver' or 'Passenger'.
NR1L-ComfortHMI-095	SWE1-HVAC-122-03	16.16	1.00	2	Active state text color is white.
NR1L-ComfortHMI-096	SWE1-HVAC-122-04	16.16	1.00	3	Inactive state text color is gray.
NR1L-ComfortHMI-097	SWE1-HVAC-122-05	16.16	1.00	4	When entering the controls screen the current state of the buttons will be displayed.
NR1L-ComfortHMI-462	SWE1-HVAC-122-02	16.16	1.00	1	Off icon of seats will depend on system configuration (see Climate section).
NR1L-ComfortHMI-114	SWE1-HVAC-123	16.17	1.00	0	C16.) If blower reduction occurs automatically due to an active Voice Recognition session , the change in fan speed is not displayed to the user.
NR1L-ComfortHMI-115	SWE1-HVAC-124-01	17.1	1.00	0	W0.) The Comfort widget will have two screens: Comfort and Seats.
NR1L-ComfortHMI-116	SWE1-HVAC-124-02	17.1	1.00	0	W0.) The Comfort widget will have two screens: Comfort and Seats.
NR1L-ComfortHMI-117	SWE1-HVAC-124-03	17.1	1.00	0	W0.) The Comfort widget will have two screens: Comfort and Seats.
NR1L-ComfortHMI-118	SWE1-HVAC-125-01	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-119	SWE1-HVAC-125-02	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-120	SWE1-HVAC-125-03	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-121	SWE1-HVAC-125-04	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-122	SWE1-HVAC-125-05	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-123	SWE1-HVAC-125-06	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-124	SWE1-HVAC-125-07	17.2	1.00	0	CW1.) The default screen for the Comfort widget is the Climate screen and includes driver and passenger temperature, auto button, sync button, Max A/C, and airflow modes.
NR1L-ComfortHMI-361	SWE1-HVAC-125-08	17.2	1.00	1	12' Portrait 50% widget also includes fan speed.
NR1L-ComfortHMI-125	SWE1-HVAC-126-01	17.3	1.00	0	CW2.) The second Comfort widget screen includes all Comfort features available to the vehicle (i.e. Heated/Vented seats, Heated steering wheel).
NR1L-ComfortHMI-126	SWE1-HVAC-126-03	17.3	1.00	2	If the vehicle is not equipped with Comfort Features this widget page will not be shown.
