lid	sheet	row	scope	message	signal	can	fmt
WiFiNetwork2	CAN Mapping	2458	Atlantis High	TBM_FD_2	NETWORK_CHAR_2	FD	8 bit signal
WiFiNetwork3	CAN Mapping	2459	Atlantis High	TBM_FD_2	NETWORK_CHAR_3	FD	8 bit signal
WiFiNetwork4	CAN Mapping	2460	Atlantis High	TBM_FD_2	NETWORK_CHAR_4	FD	8 bit signal
WiFiNetwork5	CAN Mapping	2461	Atlantis High	TBM_FD_2	NETWORK_CHAR_5	FD	8 bit signal
WiFiNetwork6	CAN Mapping	2462	Atlantis High	TBM_FD_2	NETWORK_CHAR_6	FD	8 bit signal
WiFiNetwork7	CAN Mapping	2463	Atlantis High	TBM_FD_2	NETWORK_CHAR_7	FD	8 bit signal
WiFiNetworkFrameID	CAN Mapping	2464	Atlantis High	TBM_FD_2	NETWORK_FRAME_ID	FD	4 bit signal
WiFiNetworkNumber	CAN Mapping	2465	Atlantis High	TBM_FD_2	NETWORK_NUMBER	FD	4 bit signal
Wifirq	CAN Mapping	2466	Atlantis High	TELEMATIC_VEHICLE_SETUP	WiFiReq	FD	0 = Off\n1 = On
Wi-Fistat	CAN Mapping	2468	Atlantis High	TBM_SCHEDULE_FD_2	WiFiSts	FD	0 = OFF\n1 = ON\n2 = SNA
WIFLampStatus	CAN Mapping	2469	Atlantis High	ENGINE_FD_7	FuelWaterPresentSts	FD	ATLANTIS\n1 bit signal \n0 = Water not present\n1 = Water present
WIFLampStatus	CAN Mapping	2469	Atlantis High	ENGINE_FD_7	FuelWaterPresentFailSts		ATLANTIS\n1 bit signal \n0 = Water not present\n1 = Water present
Windshield_Fluid_Stat	CAN Mapping	2470	Atlantis High	IPC_FD_3	WINDSHIELD_FLUID_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
WinPosDriver	CAN Mapping	2471	Atlantis(&High)		DRIVER_DOORWinPos_D_Sts		7 bit signal\n0 - 100 Percent
WinPosPassenger	CAN Mapping	2472	Atlantis High	PASS_DOOR	WinPos_P_Sts	B-CAN	7 bit signal\nRange is 0-100%\nFactor = 1\nOffset = 0\n\nSNA = 127
WinPosRearL	CAN Mapping	2473	Atlantis High	GW_B_6	WinPos_RearL_Sts	B-CAN	5 bit signal\nRange is 0-100 %\nFactor = 5%
WinPosRearR	CAN Mapping	2474	Atlantis High	GW_B_6	WinPos_RearR_Sts	B-CAN	5 bit signal\nRange is 0-100 %\nFactor = 5%
Worksite_Inverter_Active_Sts	CAN Mapping	2475	Atlantis High		pending	FD	
WPR_SYS_HIGH	CAN Mapping	2476	Atlantis(&High)	NA	No		NA
WPR_SYS_INT	CAN Mapping	2477	Atlantis(&High)	NA	No		NA
WPR_SYS_LOW	CAN Mapping	2478	Atlantis(&High)	NA	No		NA
WPR_SYS_MIST	CAN Mapping	2479	Atlantis(&High)	NA	No		NA
WPR_SYS_OFF	CAN Mapping	2480	Atlantis(&High)	NA	No		NA
WPR_SYS_WASH	CAN Mapping	2481	Atlantis(&High)	NA	No		NA
WprSw6Posn	CAN Mapping	2482	Atlantis(&High)	NA	No		NA
WprWash_R_Sw_Posn_V3	CAN Mapping	2483	Atlantis(&High)	NA	No		NA
WprWash_Sts	CAN Mapping	2484	Atlantis(&High)	BODY1	FrontWiperMoveSts	CAN-C	0 = Stop\n1 = Moving
YawRate	CAN Mapping	2485	Atlantis High	BRAKE_FD_7	VehYawRate_Raw	FD	16 bit signal\n\nUnits are degrees/s\nOffset = -327.68\nFactor = 0.01\nRange = -327.68 to 327.66\n\nSNA = 65535
Schar8	CAN Mapping	2486	Atlantis High	WIFI_SSID	UTF_Char8	FD	8 bit signal
Schar9	CAN Mapping	2487	Atlantis High	WIFI_SSID	UTF_Char9	FD	8 bit signal
Schar10	CAN Mapping	2488	Atlantis High	WIFI_SSID	UTF_Char10	FD	8 bit signal
Schar11	CAN Mapping	2489	Atlantis High	WIFI_SSID	UTF_Char11	FD	8 bit signal
Schar12	CAN Mapping	2490	Atlantis High	WIFI_SSID	UTF_Char12	FD	8 bit signal
Schar13	CAN Mapping	2491	Atlantis High	WIFI_SSID	UTF_Char13	FD	8 bit signal
Schar14	CAN Mapping	2492	Atlantis High	WIFI_SSID	UTF_Char14	FD	8 bit signal
Schar15	CAN Mapping	2493	Atlantis High	WIFI_SSID	UTF_Char15	FD	8 bit signal
Schar16	CAN Mapping	2494	Atlantis High	WIFI_SSID	UTF_Char16	FD	8 bit signal
Schar17	CAN Mapping	2495	Atlantis High	WIFI_SSID	UTF_Char17	FD	8 bit signal
Schar18	CAN Mapping	2496	Atlantis High	WIFI_SSID	UTF_Char18	FD	8 bit signal
Schar19	CAN Mapping	2497	Atlantis High	WIFI_SSID	UTF_Char19	FD	8 bit signal
Schar20	CAN Mapping	2498	Atlantis High	WIFI_SSID	UTF_Char20	FD	8 bit signal
Schar21	CAN Mapping	2499	Atlantis High	WIFI_SSID	UTF_Char21	FD	8 bit signal
Schar22	CAN Mapping	2500	Atlantis High	WIFI_SSID	UTF_Char22	FD	8 bit signal
Schar23	CAN Mapping	2501	Atlantis High	WIFI_SSID	UTF_Char23	FD	8 bit signal
Schar24	CAN Mapping	2502	Atlantis High	WIFI_SSID	UTF_Char24	FD	8 bit signal
Schar25	CAN Mapping	2503	Atlantis High	WIFI_SSID	UTF_Char25	FD	8 bit signal
Schar26	CAN Mapping	2504	Atlantis High	WIFI_SSID	UTF_Char26	FD	8 bit signal
Schar27	CAN Mapping	2505	Atlantis High	WIFI_SSID	UTF_Char27	FD	8 bit signal
Schar28	CAN Mapping	2506	Atlantis High	WIFI_SSID	UTF_Char28	FD	8 bit signal
Schar29	CAN Mapping	2507	Atlantis High	WIFI_SSID	UTF_Char29	FD	8 bit signal
Schar30	CAN Mapping	2508	Atlantis High	WIFI_SSID	UTF_Char30	FD	8 bit signal
Schar31	CAN Mapping	2509	Atlantis High	WIFI_SSID	UTF_Char31	FD	8 bit signal
Schar32	CAN Mapping	2510	Atlantis High	WIFI_SSID	UTF_Char32	FD	8 bit signal
Schar33	CAN Mapping	2511	Atlantis High	WIFI_SSID	UTF_Char33	FD	8 bit signal
Schar34	CAN Mapping	2512	Atlantis High	WIFI_SSID	UTF_Char34	FD	8 bit signal
Schar35	CAN Mapping	2513	Atlantis High	WIFI_SSID	UTF_Char35	FD	8 bit signal
Schar36	CAN Mapping	2514	Atlantis High	WIFI_SSID	UTF_Char36	FD	8 bit signal
Schar37	CAN Mapping	2515	Atlantis High	WIFI_SSID	UTF_Char37	FD	8 bit signal
Schar38	CAN Mapping	2516	Atlantis High	WIFI_SSID	UTF_Char38	FD	8 bit signal
Schar39	CAN Mapping	2517	Atlantis High	WIFI_SSID	UTF_Char39	FD	8 bit signal
Schar40	CAN Mapping	2518	Atlantis High	WIFI_SSID	UTF_Char40	FD	8 bit signal
Schar41	CAN Mapping	2519	Atlantis High	WIFI_SSID	UTF_Char41	FD	8 bit signal
Schar42	CAN Mapping	2520	Atlantis High	WIFI_SSID	UTF_Char42	FD	8 bit signal
Schar43	CAN Mapping	2521	Atlantis High	WIFI_SSID	UTF_Char43	FD	8 bit signal
Schar44	CAN Mapping	2522	Atlantis High	WIFI_SSID	UTF_Char44	FD	8 bit signal
Schar45	CAN Mapping	2523	Atlantis High	WIFI_SSID	UTF_Char45	FD	8 bit signal
Schar46	CAN Mapping	2524	Atlantis High	WIFI_SSID	UTF_Char46	FD	8 bit signal
Schar47	CAN Mapping	2525	Atlantis High	WIFI_SSID	UTF_Char47	FD	8 bit signal
Schar48	CAN Mapping	2526	Atlantis High	WIFI_SSID	UTF_Char48	FD	8 bit signal
Schar49	CAN Mapping	2527	Atlantis High	WIFI_SSID	UTF_Char49	FD	8 bit signal
Schar50	CAN Mapping	2528	Atlantis High	WIFI_SSID	UTF_Char50	FD	8 bit signal
Schar51	CAN Mapping	2529	Atlantis High	WIFI_SSID	UTF_Char51	FD	8 bit signal
Schar52	CAN Mapping	2530	Atlantis High	WIFI_SSID	UTF_Char52	FD	8 bit signal
Schar53	CAN Mapping	2531	Atlantis High	WIFI_SSID	UTF_Char53	FD	8 bit signal
Schar54	CAN Mapping	2532	Atlantis High	WIFI_SSID	UTF_Char54	FD	8 bit signal
USchar8	CAN Mapping	2533	Atlantis High	HUReq_SSID	UTF_Char8	FD	8 bit signal
USchar9	CAN Mapping	2534	Atlantis High	HUReq_SSID	UTF_Char9	FD	8 bit signal
USchar10	CAN Mapping	2535	Atlantis High	HUReq_SSID	UTF_Char10	FD	8 bit signal
USchar11	CAN Mapping	2536	Atlantis High	HUReq_SSID	UTF_Char11	FD	8 bit signal
USchar12	CAN Mapping	2537	Atlantis High	HUReq_SSID	UTF_Char12	FD	8 bit signal
USchar13	CAN Mapping	2538	Atlantis High	HUReq_SSID	UTF_Char13	FD	8 bit signal
USchar14	CAN Mapping	2539	Atlantis High	HUReq_SSID	UTF_Char14	FD	8 bit signal
USchar15	CAN Mapping	2540	Atlantis High	HUReq_SSID	UTF_Char15	FD	8 bit signal
USchar16	CAN Mapping	2541	Atlantis High	HUReq_SSID	UTF_Char16	FD	8 bit signal
USchar17	CAN Mapping	2542	Atlantis High	HUReq_SSID	UTF_Char17	FD	8 bit signal
USchar18	CAN Mapping	2543	Atlantis High	HUReq_SSID	UTF_Char18	FD	8 bit signal
USchar19	CAN Mapping	2544	Atlantis High	HUReq_SSID	UTF_Char19	FD	8 bit signal
USchar20	CAN Mapping	2545	Atlantis High	HUReq_SSID	UTF_Char20	FD	8 bit signal
USchar21	CAN Mapping	2546	Atlantis High	HUReq_SSID	UTF_Char21	FD	8 bit signal
USchar22	CAN Mapping	2547	Atlantis High	HUReq_SSID	UTF_Char22	FD	8 bit signal
USchar23	CAN Mapping	2548	Atlantis High	HUReq_SSID	UTF_Char23	FD	8 bit signal
USchar24	CAN Mapping	2549	Atlantis High	HUReq_SSID	UTF_Char24	FD	8 bit signal
USchar25	CAN Mapping	2550	Atlantis High	HUReq_SSID	UTF_Char25	FD	8 bit signal
USchar26	CAN Mapping	2551	Atlantis High	HUReq_SSID	UTF_Char26	FD	8 bit signal
USchar27	CAN Mapping	2552	Atlantis High	HUReq_SSID	UTF_Char27	FD	8 bit signal
USchar28	CAN Mapping	2553	Atlantis High	HUReq_SSID	UTF_Char28	FD	8 bit signal
USchar29	CAN Mapping	2554	Atlantis High	HUReq_SSID	UTF_Char29	FD	8 bit signal
USchar30	CAN Mapping	2555	Atlantis High	HUReq_SSID	UTF_Char30	FD	8 bit signal
USchar31	CAN Mapping	2556	Atlantis High	HUReq_SSID	UTF_Char31	FD	8 bit signal
USchar32	CAN Mapping	2557	Atlantis High	HUReq_SSID	UTF_Char32	FD	8 bit signal
USchar33	CAN Mapping	2558	Atlantis High	HUReq_SSID	UTF_Char33	FD	8 bit signal
USchar34	CAN Mapping	2559	Atlantis High	HUReq_SSID	UTF_Char34	FD	8 bit signal
USchar35	CAN Mapping	2560	Atlantis High	HUReq_SSID	UTF_Char35	FD	8 bit signal
USchar36	CAN Mapping	2561	Atlantis High	HUReq_SSID	UTF_Char36	FD	8 bit signal
USchar37	CAN Mapping	2562	Atlantis High	HUReq_SSID	UTF_Char37	FD	8 bit signal
USchar38	CAN Mapping	2563	Atlantis High	HUReq_SSID	UTF_Char38	FD	8 bit signal
USchar39	CAN Mapping	2564	Atlantis High	HUReq_SSID	UTF_Char39	FD	8 bit signal
USchar40	CAN Mapping	2565	Atlantis High	HUReq_SSID	UTF_Char40	FD	8 bit signal
USchar41	CAN Mapping	2566	Atlantis High	HUReq_SSID	UTF_Char41	FD	8 bit signal
USchar42	CAN Mapping	2567	Atlantis High	HUReq_SSID	UTF_Char42	FD	8 bit signal
USchar43	CAN Mapping	2568	Atlantis High	HUReq_SSID	UTF_Char43	FD	8 bit signal
USchar44	CAN Mapping	2569	Atlantis High	HUReq_SSID	UTF_Char44	FD	8 bit signal
USchar45	CAN Mapping	2570	Atlantis High	HUReq_SSID	UTF_Char45	FD	8 bit signal
USchar46	CAN Mapping	2571	Atlantis High	HUReq_SSID	UTF_Char46	FD	8 bit signal
USchar47	CAN Mapping	2572	Atlantis High	HUReq_SSID	UTF_Char47	FD	8 bit signal
USchar48	CAN Mapping	2573	Atlantis High	HUReq_SSID	UTF_Char48	FD	8 bit signal
USchar49	CAN Mapping	2574	Atlantis High	HUReq_SSID	UTF_Char49	FD	8 bit signal
USchar50	CAN Mapping	2575	Atlantis High	HUReq_SSID	UTF_Char50	FD	8 bit signal
USchar51	CAN Mapping	2576	Atlantis High	HUReq_SSID	UTF_Char51	FD	8 bit signal
USchar52	CAN Mapping	2577	Atlantis High	HUReq_SSID	UTF_Char52	FD	8 bit signal
USchar53	CAN Mapping	2578	Atlantis High	HUReq_SSID	UTF_Char53	FD	8 bit signal
USchar54	CAN Mapping	2579	Atlantis High	HUReq_SSID	UTF_Char54	FD	8 bit signal
Cchar8	CAN Mapping	2580	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char8	FD	8 bit signal
Cchar9	CAN Mapping	2581	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char9	FD	8 bit signal
Cchar10	CAN Mapping	2582	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char10	FD	8 bit signal
Cchar11	CAN Mapping	2583	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char11	FD	8 bit signal
Cchar12	CAN Mapping	2584	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char12	FD	8 bit signal
Cchar13	CAN Mapping	2585	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char13	FD	8 bit signal
Cchar14	CAN Mapping	2586	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char14	FD	8 bit signal
Cchar15	CAN Mapping	2587	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char15	FD	8 bit signal
Cchar16	CAN Mapping	2588	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char16	FD	8 bit signal
Cchar17	CAN Mapping	2589	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char17	FD	8 bit signal
Cchar18	CAN Mapping	2590	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char18	FD	8 bit signal
Cchar19	CAN Mapping	2591	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char19	FD	8 bit signal
Cchar20	CAN Mapping	2592	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char20	FD	8 bit signal
Cchar21	CAN Mapping	2593	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char21	FD	8 bit signal
Cchar22	CAN Mapping	2594	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char22	FD	8 bit signal
Cchar23	CAN Mapping	2595	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char23	FD	8 bit signal
Cchar24	CAN Mapping	2596	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char24	FD	8 bit signal
Cchar25	CAN Mapping	2597	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char25	FD	8 bit signal
Cchar26	CAN Mapping	2598	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char26	FD	8 bit signal
Cchar27	CAN Mapping	2599	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char27	FD	8 bit signal
Cchar28	CAN Mapping	2600	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char28	FD	8 bit signal
Cchar29	CAN Mapping	2601	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char29	FD	8 bit signal
Cchar30	CAN Mapping	2602	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char30	FD	8 bit signal
Cchar31	CAN Mapping	2603	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char31	FD	8 bit signal
Cchar32	CAN Mapping	2604	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char32	FD	8 bit signal
Cchar33	CAN Mapping	2605	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char33	FD	8 bit signal
Cchar34	CAN Mapping	2606	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char34	FD	8 bit signal
Cchar35	CAN Mapping	2607	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char35	FD	8 bit signal
Cchar36	CAN Mapping	2608	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char36	FD	8 bit signal
Cchar37	CAN Mapping	2609	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char37	FD	8 bit signal
Cchar38	CAN Mapping	2610	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char38	FD	8 bit signal
Cchar39	CAN Mapping	2611	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char39	FD	8 bit signal
Cchar40	CAN Mapping	2612	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char40	FD	8 bit signal
Cchar41	CAN Mapping	2613	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char41	FD	8 bit signal
Cchar42	CAN Mapping	2614	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char42	FD	8 bit signal
Cchar43	CAN Mapping	2615	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char43	FD	8 bit signal
Cchar44	CAN Mapping	2616	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char44	FD	8 bit signal
Cchar45	CAN Mapping	2617	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char45	FD	8 bit signal
Cchar46	CAN Mapping	2618	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char46	FD	8 bit signal
Cchar47	CAN Mapping	2619	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char47	FD	8 bit signal
Cchar48	CAN Mapping	2620	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char48	FD	8 bit signal
Cchar49	CAN Mapping	2621	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char49	FD	8 bit signal
Cchar50	CAN Mapping	2622	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char50	FD	8 bit signal
Cchar51	CAN Mapping	2623	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char51	FD	8 bit signal
Cchar52	CAN Mapping	2624	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char52	FD	8 bit signal
Cchar53	CAN Mapping	2625	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char53	FD	8 bit signal
Cchar54	CAN Mapping	2626	Atlantis High	WIFI_CONNECTED_DEVICES	UTF_Char54	FD	8 bit signal
ACN_Hardwired	Proxi & Configuration	4	Atlantis(&High)		ACN_Hardwire	PROXI	0 = Absent\n1 = Present
ADASIS_Mini_Full	Proxi & Configuration	5	Atlantis(&High)		ADASIS_Mini_Full	PROXI	0 = Absent\n1 = ADASIS_Mini \n2 = ADASIS_Full
ADCAM_Present	Proxi & Configuration	6	Atlantis(&High)		CAN	PROXI	0 = Absent\n1 = Present
ADCAM_Present	Proxi & Configuration	6	Atlantis(&High)		node	PROXI	0 = Absent\n1 = Present
ADCAM_Present	Proxi & Configuration	6	Atlantis(&High)		ADCAM	PROXI	0 = Absent\n1 = Present
Advanced_Effect_Modes_Present	Proxi & Configuration	7	Atlantis(&High)		Advanced_Effect_Modes_Present	PROXI	\n0 = Off\n1 = On
AM_FM1_Antenna_Type	Proxi & Configuration	8	Atlantis(&High)		AM_FM1_Antenna_Type	PROXI	PROXI: AM_FM1_Antenna_Type \n0= Passive \n1= Active
AM_Presence	Proxi & Configuration	9	Atlantis(&High)		AM_Presence		0 = Absent\n1 = Present
Ambient_Lighting_Present	Proxi & Configuration	10	Atlantis(&High)		CAN	PROXI	0 = Absent\n1 = Present
Ambient_Lighting_Present	Proxi & Configuration	10	Atlantis(&High)		node	PROXI	0 = Absent\n1 = Present
Ambient_Lighting_Present	Proxi & Configuration	10	Atlantis(&High)		ALM	PROXI	0 = Absent\n1 = Present
AMPPresent	Proxi & Configuration	11	Atlantis(&High)		CAN	PROXI	
AMPPresent	Proxi & Configuration	11	Atlantis(&High)		node	PROXI	
AMPPresent	Proxi & Configuration	11	Atlantis(&High)		AMP	PROXI	
ANC_Cal_Param	Proxi & Configuration	12	Atlantis(&High)		ANC_Calibration_Parameter_Dataset	PROXI	n/a
ANT_TYP	Proxi & Configuration	13	Atlantis(&High)		Main_Ant_Supply_Cfg	PROXI	
APP_Audio_Config	Proxi & Configuration	14	Atlantis(&High)		APP_Audio_Config	PROXI	0 - Not Present\n1 - Base (RCG)\n2 - P2 (RC3)\n3 - P3 (RCA)\n4 - P4 (RGE)
Assist_Call_Button_Config	Proxi & Configuration	15	Atlantis(&High)		Assist_Call_Button_Config	PROXI	0 = Absent\n1 = Hard-wired – TBM direct handling  \n2 = Hard-wired – HU selection\n3 = Remote – TBM direct handing\n4 = Remote – HU selection\n# = Not Used
Audio Steering Wheel Controls on the IPC	Proxi & Configuration	16	Atlantis(&High)		Audio_Steering_Wheel_Controls_on_IPC	PROXI	0 = Disabled\n1 = Enabled
AUDIO_ENGINESOUNDSYNTHESIS_SETTING	Proxi & Configuration	17	Atlantis(&High)		Sound_Generator_setting	PROXI	0 = Absent\n1 = Present
AUDIO_EQUALIZER_SETTING	Proxi & Configuration	18	Atlantis(&High)		AUDIO_EQUALIZER_SETTING	PROXI	"""0 = Not Present\n1 = 2opt\n2 = 3opt\n3 = 4opt"""
AUDIO_MEDIA_EXPANDER_SETTING	Proxi & Configuration	19	Atlantis(&High)		AUDIO_MEDIA_EXPANDER_SETTING	PROXI	"""0 = Not Present\n1 = Present"""
AUDIO_SURROUND_SETTING	Proxi & Configuration	20	Atlantis(&High)		AUDIO_SURROUND_SETTING	PROXI	"""0 = Not Present\n1 = 2opt\n2 = 3opt"""
AUDIO_TUNINGMODE_SETTING	Proxi & Configuration	21	Atlantis(&High)		AUDIO_TUNINGMODE_SETTING	PROXI	"""0 = Not Present\n1 = Present"""
AUDIO_VIRTUALCONCERTHALLS_SETTING	Proxi & Configuration	22	Atlantis(&High)		AUDIO_VIRTUALCONCERTHALLS_SETTING	PROXI	0 = Not Present\n1 = Present
AudioCarLayout	Proxi & Configuration	23	Atlantis(&High)		Audio_Car_Lay_Out		
AudioSystemType	Proxi & Configuration	24	Atlantis(&High)		Audio_System_Type		0 = Base\n1 = Fiat Booster\n2 = Premium CAN \n3 = Beats\n# = Not Used
AUTO_STOP_START	Proxi & Configuration	25	Atlantis(&High)		Stop_Start_Menu		
Automatic_Recirculation	Proxi & Configuration	26	Atlantis(&High)		Automatic_Recirculation	PROXI	0=Absent\n1=Present
Autonomy_Level	Proxi & Configuration	27	Atlantis(&High)		Autonomy_Level	PROXI	see PROXI Document
AUX_Presence	Proxi & Configuration	28	Atlantis(&High)		AUX_Presence	PROXI	0 = Absent\n1 = Present
Battery_Type_II	Proxi & Configuration	29	Atlantis(&High)		Battery_Type_II	PROXI	0 = None\n1 = Battery 1\n2 = Battery 2\n# = Not Used
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		CAN	PROXI	present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		node	PROXI	present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		LBSS	PROXI	present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		CAN		present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		node		present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		RBSS		present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		Blind_Spot_Monitoring		present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		only		present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		332BEV		present [1] or absent [0]
BSSPresent	Proxi & Configuration	31	Atlantis(&High)		project		present [1] or absent [0]
CabinEQ	Proxi & Configuration	32	Atlantis(&High)		Acustic_Configuration	PROXI	1-Byte\nValue = ID Number
Car_Shape_Configuration	Proxi & Configuration	33	Atlantis(&High)	Car_Configuration_10	Car_Shape_Configuration	PROXI	
CARB_Regulation_Type	Proxi & Configuration	34	Atlantis(&High)		CARB_Regulation_Type	PROXI	0 - Absent\n1 - CARB
CCDMF_Present	Proxi & Configuration	35	Atlantis(&High)		CAN	PROXI	
CCDMF_Present	Proxi & Configuration	35	Atlantis(&High)		node	PROXI	
CCDMF_Present	Proxi & Configuration	35	Atlantis(&High)		CCDMF	PROXI	
Cell_Presence	Proxi & Configuration	36	Atlantis(&High)		Cell_Presence	PROXI	0 = Absent\n1 = Present
Clima_Zone	Proxi & Configuration	37	Atlantis(&High)		Clima_Zone		0 = Mono Zone\n1 = 2 Zone\n2 = 3 Zone\n3 = 4 Zone
Climate_Type	Proxi & Configuration	38	Atlantis(&High)		Climate_Type		
Cluster_Display_Type	Proxi & Configuration	39	Atlantis(&High)		Cluster_Display_Type	PROXI	"0 = No Display Available\n1 = Base Display\n2 = Medium Display\n3 = High Display\n4 = TFT B/W Display\n5 = TFT Color Display 7""\n6 = TFT Color Display 10.25 ""\n# = Not Used"
Configuration_Families	Proxi & Configuration	40	Atlantis(&High)		Configuration_Families	PROXI	 0 = Invalid \n 1 = 200km SEDAN Entry RoW BEV \n 2 = 200km SEDAN RoW BEV \n 3 = 400km SEDAN RoW BEV \n 4 = 200km CABRIO RoW BEV \n 5 = 400km CABRIO RoW BEV \n 51 = 200km SEDAN NAFTA BEV \n 52 = 400km SEDAN NAFTA BEV\n# = Not Used
Connected_Services_Presence	Proxi & Configuration	41	Atlantis(&High)		Connected_Services_Presence	PROXI	0 = Absent\n1 = Present
Cooled_Seats	Proxi & Configuration	42	Atlantis(&High)		Cooled_Seats	PROXI	See Proxi Table
Country_Code	Proxi & Configuration	43	Atlantis(&High)	Car_Configuration_16	Country_Code	PROXI	
CPD	Proxi & Configuration	44	Atlantis(&High)		ANC	PROXI	2-Byte\nValue = ID Number
CPD	Proxi & Configuration	44	Atlantis(&High)		Calibration	PROXI	2-Byte\nValue = ID Number
CPD	Proxi & Configuration	44	Atlantis(&High)		Parameter	PROXI	2-Byte\nValue = ID Number
CPD	Proxi & Configuration	44	Atlantis(&High)		Dataset	PROXI	2-Byte\nValue = ID Number
Creep_Present	Proxi & Configuration	45	Atlantis(&High)		Creeping_Feature	PROXI	See proxi
DAB_Presence	Proxi & Configuration	46	Atlantis(&High)		DAB_Presence	PROXI	Proxi: DAB_Presence \n0= Absent \n1= Present
DCM_PPresent	Proxi & Configuration	48	Atlantis(&High)		CAN		
DCM_PPresent	Proxi & Configuration	48	Atlantis(&High)		node		
DCM_PPresent	Proxi & Configuration	48	Atlantis(&High)		PDM		
DCSD_cfg	Proxi & Configuration	51	Atlantis(&High)		CAN	PROXI	0 = Absent\n1 = Present
DCSD_cfg	Proxi & Configuration	51	Atlantis(&High)		node	PROXI	0 = Absent\n1 = Present
DCSD_cfg	Proxi & Configuration	51	Atlantis(&High)		DCSD		0 = Absent\n1 = Present
DEFROST_Cfg	Proxi & Configuration	52	Atlantis(&High)		DEFROST_Cfg	PROXI	0 = Front Defrost\n1 = MAX Defrost
Digital_Key_Present	Proxi & Configuration	54	Atlantis(&High)		Digital_Key_Present	PROXI	See proxi
Displacement	Proxi & Configuration	55	Atlantis(&High)		Engine_Type	PROXI	
Driver_Power_Seat_Variants	Proxi & Configuration	56	Atlantis(&High)		Driver_Power_Seat_Variants	PROXI	
DriverSide	Proxi & Configuration	57	Atlantis(&High)	Car_Configuration_1	Driver_Side	PROXI	0 = Left Side\n1 = Right Side
DriveStyleSelector_presence	Proxi & Configuration	58	Atlantis(&High)		Drive_Style_Selector	PROXI	 0 = Absent\n 1 = Drive Selector\n 2 = Terrain Selector\n
