lid	sheet	row	scope	message	signal	can	fmt
DisplaySync_Req	CAN Mapping	453	Atlantis High	TELEMATIC_FD_1	Display_Synch_Req	FD	see DBC
DisplaySync_Sts	CAN Mapping	454	Atlantis High	IPC_VEHICLE_SETUP2	Display_Synch	FD	see DBC
Dist_to_Dest	CAN Mapping	455	Atlantis High	TELEMATIC_FD_15	DIST_TO_DEST	FD	16 bit signal\n\n65535 = SNA
Dist_Units	CAN Mapping	456	Atlantis High	TELEMATIC_FD_15	DIST_UNITS	FD	0 = NO_UNITS\n1 = MILE\n2 = FEET\n3 = KM\n4 = METER\n5 = YARD\n7 = SNA
DistanceToCharge	CAN Mapping	457	Atlantis High	TELEMATIC_FD_15	DistanceToCharge	CAN-FD	0 : No Information available\n127 : No Charging Destination
DistanceToService	CAN Mapping	458	Atlantis High	SERVICEINFO2	DistanceToService	CAN-B	ATLANTIS\n17 bit\n0 = initialization\n131071 = SNA
DistanceUnit	CAN Mapping	459	Atlantis High	IPC_VEHICLE_SETUP	DistanceUnit	FD	Atlantis\n1 bit signal\n0 = km\n1 = miles
Divided_Road_CS	CAN Mapping	460	Atlantis(&High)	SEGMENT	ADAS_Seg_DividedRoad	CAN-B	
Divided_Road_CS	CAN Mapping	461	Atlantis High	TELEMATIC_FD_11	Divided_Road_CS	FD	0 = Sgmnt_Not_Dvded_Rd_or_Dual_crrig\n1 = Sgmnt_Prt_Dvded_Rd_or_Dual_crrig\n2 = Unknown\n3 = NA
DNTMD_Sft_Btn_request	CAN Mapping	462	Atlantis High		pending	FD	
DNTMD_Sft_Btn_status	CAN Mapping	463	Atlantis High		pending	FD	
Do_Not_Repeat1	CAN Mapping	464	Atlantis High	CHARGE_SCHEDULE_HU1	Do_Not_Repeat1	FD	0 = Repeat (Unchecked)\n1 = Do Not Repeat (Checked)
Do_Not_Repeat1_Sts	CAN Mapping	465	Atlantis High	CHARGE_SCHEDULE_HCP1	Do_Not_Repeat1_Sts	FD	0 = Repeat (Unchecked)\n1 = Do Not Repeat (Checked)
Do_Not_Repeat2	CAN Mapping	466	Atlantis High	CHARGE_SCHEDULE_HU1	Do_Not_Repeat2	FD	0 = Repeat (Unchecked)\n1 = Do Not Repeat (Checked)
Do_Not_Repeat2_Sts	CAN Mapping	467	Atlantis High	CHARGE_SCHEDULE_HCP1	Do_Not_Repeat2_Sts	FD	0 = Repeat (Unchecked)\n1 = Do Not Repeat (Checked)
Do_Not_Repeat3	CAN Mapping	468	Atlantis High	CHARGE_SCHEDULE_HU1	Do_Not_Repeat3	FD	0 = Repeat (Unchecked)\n1 = Do Not Repeat (Checked)
Do_Not_Repeat3_Sts	CAN Mapping	469	Atlantis(&High)		Do_Not_Repeat3_Sts		See dbc
Do_Not_Repeat3_Sts	CAN Mapping	470	Atlantis High	CHARGE_SCHEDULE_HCP1	Do_Not_Repeat3_Sts	FD	See dbc
DonutMode_Sft_Btn_Req	CAN Mapping	471	Atlantis High	TELEMATIC_FD_15	DonutMode_Sft_Btn_Req	FD	0 - Not Pressed\n1 - Pressed
Door_Ajar_Status	CAN Mapping	473	Atlantis High	STATUS_BH_BCM1	BonnetSts	CAN-B	ATLANTIS\n1 bit signal\n0 = Closed\n1 = Open
DoorLockStatus	CAN Mapping	475	Atlantis High	BCM_FD_9	DoorLockLastElSts	FD	0 = Locked\n1 = Driver_Door_Unlocked\n2 = All_Door_Unlocked\n3 = SNA
DpfDefWarningStatus	CAN Mapping	477	Atlantis High	IPC_FD_3	DEF_STAT	FD	ATLANTIS\n2 bit signal\n0 = Off\n1 = On\n2 = Blinking\n3 = SNA
DR_MM_Lat	CAN Mapping	478	Atlantis High	TELEMATIC_FD_9	DR_MM_Lat	FD	32 bit signal\n\nUnits are mas\nOffset = -324000000\nFactor = 0.3017485143\nRange is -324000000 to 324000000
DR_MM_Long	CAN Mapping	479	Atlantis High	TELEMATIC_FD_9	DR_MM_Long	FD	32 bit signal\n\nUnits are mas\nOffset = -324000000\nFactor = 0.3017485143\nRange is -324000000 to 324000000
DRFTMD_Sft_Btn_request	CAN Mapping	480	Atlantis High		pending	FD	
DRFTMD_Sft_Btn_status	CAN Mapping	481	Atlantis High		pending	FD	
DriftMode_Slip_Limit_Req	CAN Mapping	483	Atlantis High	TELEMATIC_FD_15	DriftMode_Slip_Limit_Req	FD	0 - Low\n1 - Medium\n2 - High\n3 - Reserved
DriftMode_Slip_Limit_Sts	CAN Mapping	484	Atlantis High	BRAKE_FD_5	DriftMode_Slip_Limit_Sts	FD	0 - Low\n1 - Medium\n2 - High\n3 - SNA
DriveMdstat	CAN Mapping	486	Atlantis High	HYBRID_POWERTRAIN1	DriveModeSts	FD	Atlantis\n4 bit signal\n\n0 = Drive_Mode_Unavailable\n1 = Eco_Drive\n2 = Sport_Hybrid\n4 = ESave\n8 = Electric\n15 = SNA
DriveModeSts_EPT	CAN Mapping	487	Atlantis High	HYBRID_POWERTRAIN1	DriveModeSts_EPT		
Driver_Adjust_Req	CAN Mapping	488	Atlantis High	Driver_Door	Driver_Adjust_Req	CAN-BH	
Driver_Backrest_Req	CAN Mapping	489	Atlantis High	DRIVER_DOOR	Driver_Backrest_Req		
Driver_Cushion_Back_Tlm	CAN Mapping	490	Atlantis High	RADIO_B5	Driver_Cushion_Back_Tlm	B	0 = Not_Pressed\n1 = Pressed
Driver_Cushion_ExtendRetract_Req	CAN Mapping	491	Atlantis High	DRIVER_DOOR	Driver_Cushion_ExtendRetract_Req		
Driver_Cushion_Massage_Stat	CAN Mapping	492	Atlantis High	MASSAGE_DRIVER	Driver_Cushion_Massage_Stat	B-CAN	0 = Not_Selected\n1 = Selected
Driver_Cushion_Slide_ForeAft_Req	CAN Mapping	493	Atlantis High	DRIVER_DOOR	Driver_Cushion_Slide_ForeAft_Req		
Driver_Cushion_Slide_UpDown_Req	CAN Mapping	494	Atlantis High	DRIVER_DOOR	Driver_Cushion_Slide_UpDown_Req		
Driver_Cushion_Tilt_Req	CAN Mapping	495	Atlantis High	DRIVER_DOOR	Driver_Cushion_Tilt_Req		
Driver_Headrest_Req	CAN Mapping	496	Atlantis High	DRIVER_DOOR	Driver_Headrest_Req		
Driver_Recline_Req	CAN Mapping	497	Atlantis High	DRIVER_DOOR	Driver_Recline_Req		
Driver_UpperBack_Massage_Stat	CAN Mapping	498	Atlantis High	MASSAGE_DRIVER	Driver_UpperBack_Massage_Stat	B-CAN	0 = Not_Selected\n1 = Selected
DriverBelt	CAN Mapping	499	Atlantis High	ORC_FD_1	SBR1RowDriverSeatSts	FD	ATLANTIS\n2 bit signal\n0 = Seat_Belt_Fasten\n1 = Seat_Belt_Not_Fasten\n3 = SNA
DriverDoorSts	CAN Mapping	501	Atlantis High	STATUS_BH_BCM1	DriverDoorSts	CAN-B	1 bit signal\n0 = Closed\n1 = Open
DriverDoorSts	CAN Mapping	501	Atlantis High	BCM_FD_9	DriverDoorSts	FD	1 bit signal\n0 = Closed\n1 = Open
DriveReady	CAN Mapping	502	Atlantis High	ENGINE_SIMULATOR3	DriveReady_PT1	FD	0 = Default\n1 = Vehicle_is_allowed_to_shift_out_of_park_or_neutral
DriverRecall	CAN Mapping	503	Atlantis High	MEM_D_POS	Mem_D_Pos_Rq	CAN-B	ATLANTIS\n2 bit signal\n0 = Not_Pressed\n1 = MemPos1_Pressed\n2 = MemPos2_Pressed\n3 = SNA
DriverRecall2	CAN Mapping	504	Atlantis High	MEM_SEAT3a	Mem_Driv_Pos_Rq	FD	ATLANTIS\n3 bit signal\n0=Not_Pressed\n1=MemPos1_Pressed\n2=MemPos2_Pressed\n3=MemPos3_Pressed\n7=SNA
DriveStyleStatus	CAN Mapping	505	Atlantis High	BCM_FD_10	DriveStyleSts	FD	5 bit signal\n0=Normal\n1=City\n2=Sport_Fun\n3=Winter_Race\n4=Eco\n5=TracPlus\n6=Trekking\n7=Auto\n8=Snow\n9=Sand\n10=Mud\n11=Rock\n12=Race\n31=SNA
DRLFault	CAN Mapping	506	Atlantis High	EXTERNAL_LIGHTS	DRLFault	CAN-B	1 bit signal\n0 = False \n1 = True
Drv_BolsterReq	CAN Mapping	507	Atlantis High	DRIVER_SEAT	Drv_BolsterReq		
Drv_BolsterReq	CAN Mapping	507	Atlantis High	CENTERSTACK3	CushionBolster_Driv_Req		
DRV_MD_Sts	CAN Mapping	508	Atlantis High	TRANSM_FD_4	DriveModeSts	FD	4 bit signal\n\n0 = No_programs_available_selected\n1 = Eco\n2 = Sport\n3 = Valet\n4 = Ice_Winter\n5 = Tow_Haul\n6 = Track\n7 = 4LowMode\n8 = HDC/SSC\n9 = Rock\n10 = Sand\n11 = Mud\n12 = Normal\n13 = Mud_Sand\n14 = not_used\n15 = not_used
DrvMdHMI_2	CAN Mapping	510	Atlantis High	BCM_FD_11	DrvMdHMI_2	FD	0 = FALSE\n1 = TRUE
DrvMdHMI_3	CAN Mapping	511	Atlantis High	BCM_FD_11	DrvMdHMI_3	FD	0 = FALSE\n1 = TRUE
DrvMdHMI_4	CAN Mapping	512	Atlantis High	BCM_FD_11	DrvMdHMI_4	FD	0 = FALSE\n1 = TRUE
DrvRqShftROT	CAN Mapping	518	Atlantis High	TRANSM_FD_4	ShiftLeverPosition	FD	No_Selection_Active_Or_Available\nP\nR\nN\nD\nL\nTIP_Autostick\nPlus\nMinus\nSport\nNot_Used\nNot_Used\nNot_Used\nNot_Used\nNot_Used\nSNA
DrvSide	CAN Mapping	519	Atlantis High	TELEMATIC_FD_11	DrvSide	FD	0 = Left\n1 = Right
E_Call_BtnStat	CAN Mapping	579	Atlantis High	STATUS_BH_IPC	E_CALL_PSD	CAN-B	\n1 bit\n0 = not pressed\n1 = Pressed\n
E_Call_Stat	CAN Mapping	580	Atlantis High	STATUS_TELEMATIC	E_CALL_STAT	CAN-B	2 bits\n0 = OFF\n1 = CONT\n2 = BLINK\n3 = SNA 
E_Coasting_Req	CAN Mapping	581	Atlantis High	TELEMATIC_FD_19	E_Coasting_Req	FD	0 - Reserved\n1 - Level 1\n2 - Level 2\n3 - Level 3\n4 - Level 4\n5 - Level 5\n6 - Reserved\n7 - SNA
E_Coasting_Sts	CAN Mapping	582	Atlantis High		pending	FD	0 - Not available\n1 - Level1\n2 - Level2\n3 - Level3\n4 - Level4\n5 - Level5\n6 - Level0\n7 - SNA
E_Coasting_Sts	CAN Mapping	582	Atlantis High		message	FD	0 - Not available\n1 - Level1\n2 - Level2\n3 - Level3\n4 - Level4\n5 - Level5\n6 - Level0\n7 - SNA
E_Coasting_Sts	CAN Mapping	582	Atlantis High		name	FD	0 - Not available\n1 - Level1\n2 - Level2\n3 - Level3\n4 - Level4\n5 - Level5\n6 - Level0\n7 - SNA
E_Coasting_Sys_Sts	CAN Mapping	583	Atlantis High	HYBRID_DISPLAY	PopUpMessage12	FD	0 - MaxRegen_OFF\n1 - MaxRegen_ON\n2 - MaxRegen_Unavailable\n3 - Not_Defined
EB_Stat3	CAN Mapping	585	Atlantis High	ENGINE_FD_DIESEL	EB_Stat3	FD	0=EB_OFF \n1=EB_ON\n2=EB_LT\n3=EB_MED\n4=EB_HVY \n5=EB_SMART\n7=SNA
EB_SW_PSD_HU	CAN Mapping	586	Atlantis High	TELEMATIC_FD_13	EB_SW_PSD_HU	FD	0=Not_Pressed\n1=Pressed
EBL_Stat	CAN Mapping	587	Atlantis High	BODY_CNTRL3	EBL_Stat	CAN-B	ATLANTIS\n0 = Off\n1 = On\n2 = Blink\n3 = SNA
EBL_Stat	CAN Mapping	587	Atlantis High	BCM_FD_27	EBL_Stat	FD	ATLANTIS\n0 = Off\n1 = On\n2 = Blink\n3 = SNA
eBoost_Availability	CAN Mapping	588	Atlantis High		pending	FD	
eBoost_Availability	CAN Mapping	589	Atlantis High		pending	FD	
EC_Mirror_SK_Request	CAN Mapping	590	Atlantis High	TELEMATIC_VEHICLE_SETUP	EC_Mirror_SK_Request	BH-CAN	See dbc
EC_MirrStat	CAN Mapping	591	Atlantis High	BODY_CNTRL3	EC_MirrStat	BH-CAN	0 = OFF\n1 = ON\n2 = DNA\n3 = SNA
ECharge_SOC	CAN Mapping	593	Atlantis High	IPC_VEHICLE_SETUP	ECharge_SOC	FD	See dbc file
ECharge_SOC_req	CAN Mapping	594	Atlantis High	TELEMATIC_VEHICLE_SETUP	Echarge_SOC_req	FD	See dbc file
Eco_Mode	CAN Mapping	596	Atlantis High	BCM_FD_26	E_Mode_Sts	FD	0 - ECO_OFF\n1 - ECO_ON\n2 - ECO_UNAVAIL\n3 - SNA
Eco_Mode	CAN Mapping	597	Atlantis High	BCM_FD_11	E_Mode_Sts	FD	0 = ECO_OFF\n1 = ECO_ON\n2 = ECO_UNAVAIL\n3 = SNA
EconShftRq	CAN Mapping	599	Atlantis High	ENGINE_FD_6	GearShiftIndication	FD	Atlantis\n2 bit signal\n0 = No_Gearshift_Suggestion_by_ECM\n1 = Downshift_Suggestion_by_ECM\n2 = Upshift_Suggestion_by_ECM\n3 = Strategy_Not_Available_ECM_Fail
EDM#1_Power	CAN Mapping	600	Atlantis High		pending	FD	
EDM#1_Power	CAN Mapping	600	Atlantis High		1_Power	FD	
EDM#1_Power	CAN Mapping	601	Atlantis High		pending	FD	
EDM#1_Temp	CAN Mapping	602	Atlantis High		pending	FD	
EDM#1_Temp	CAN Mapping	602	Atlantis High		1_Temp	FD	
EDM#1_Temp	CAN Mapping	603	Atlantis High		pending	FD	
EDM#1_Torque	CAN Mapping	604	Atlantis High		pending	FD	
EDM#1_Torque	CAN Mapping	604	Atlantis High		1_Torque	FD	
EDM#1_Torque	CAN Mapping	605	Atlantis High		pending	FD	
EDM#2_Power	CAN Mapping	606	Atlantis High		pending	FD	
EDM#2_Power	CAN Mapping	606	Atlantis High		2_Power	FD	
EDM#2_Power	CAN Mapping	607	Atlantis High		pending	FD	
EDM#2_Temp	CAN Mapping	608	Atlantis High		pending	FD	
EDM#2_Temp	CAN Mapping	608	Atlantis High		2_Temp	FD	
EDM#2_Temp	CAN Mapping	609	Atlantis High		pending	FD	
EDM#2_Torque	CAN Mapping	610	Atlantis High		pending	FD	
EDM#2_Torque	CAN Mapping	610	Atlantis High		2_Torque	FD	
EDM#2_Torque	CAN Mapping	611	Atlantis High		pending	FD	
EffSpdLmt_CS	CAN Mapping	612	Atlantis High	TELEMATIC_FD_11	EffSpdLmt_CS	FD	5 bit signal\n\nSee .dbc for enumeration values
EffSpdLmt_NS	CAN Mapping	613	Atlantis High	TELEMATIC_FD_11	EffSpdLmt_NS	FD	5 bit signal\n\nSee .dbc for enumeration values
EffSpdLmtType_CS	CAN Mapping	614	Atlantis High	TELEMATIC_FD_11	EffSpdLmtType_CS	FD-CAN8	0 = Implicit\n1 = Explicit_On_Traffic_Sign\n2 = Explicit_Night\n3 = Explicit_Day\n4 = Explicit_Time_of_day\n5 = Explicit_Rain\n6 = Explicit_Snow\n7 = Unknown
Elec_Stab_stst	CAN Mapping	615	Atlantis High	IPC_FD_3	ELEC_STAB_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
Electric_Wrench_Stat	CAN Mapping	618	Atlantis High	IPC_FD_3	ELECTRIC_WRENCH_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
ElectricSteeringFailSts	CAN Mapping	619	Atlantis High	BCM_FD_2	EPS_Warn_Disp_Rq	FD	Atlantis\n3 bit signal (EPS_Warn_Disp_Rq)\n0 = OK (EPS function active)\n1 = ERR (Warning - Service power steering)\n2 = ERR2 (Warning - Power steering-over temp)\n3 = SERV_HI (Service Required - High Priority )\n7 = SNA
Electrochromic_Fail	CAN Mapping	620	Atlantis High	STATUS_PTCM	ElechtrocromicFailSts	BH-CAN	0x0 = Fail_Not_Present\n0x1 = Fail_Present
Electrochromic_Stat	CAN Mapping	621	Atlantis High	STATUS_PTCM	ElechtrocromicSts	BH-CAN	0x0 = ON\n0x1 = OFF
Emerg_Siren_Detected	CAN Mapping	622	Atlantis High	TELEMATIC_FD_5	Emerg_Siren_Detected	FD	00 = Not Detected\n01 = Detected\n03 = SNA
EModeSwPsd	CAN Mapping	624	Atlantis High	TELEMATIC_FD_15	EModeSwPsd	FD	0 - DEFAULT\n1 - SW_NOT_PSD\n2 - SW_PSD\n3 - SNA
Enable_ClimateSchd1	CAN Mapping	626	Atlantis High	CLIMATE_SCHEDULE_HU1	Enable_ClimateSchd1	FD	See dbc file
Enable_ClimateSchd1_Sts	CAN Mapping	627	Atlantis High	CLIMATE_SCHEDULE_HCP1	Enable_ClimateSchd1_Sts	FD	See dbc file
Enable_ClimateSchd2	CAN Mapping	628	Atlantis High	CLIMATE_SCHEDULE_HU1	Enable_ClimateSchd2	FD	See dbc file
Enable_ClimateSchd2_Sts	CAN Mapping	629	Atlantis High	CLIMATE_SCHEDULE_HCP1	Enable_ClimateSchd2_Sts	FD	See dbc file
Enable_Schedule1	CAN Mapping	630	Atlantis High	CHARGE_SCHEDULE_HU1	Enable_Schedule1	FD	See dbc
Enable_Schedule2	CAN Mapping	631	Atlantis High	CHARGE_SCHEDULE_HU1	Enable_Schedule2	FD	See dbc
Enable_Schedule3	CAN Mapping	632	Atlantis High	CHARGE_SCHEDULE_HU1	Enable_Schedule3	FD	See dbc
End_Time_Hr1	CAN Mapping	634	Atlantis High	CHARGE_SCHEDULE_HU1	End_Time_Hr1	FD	5 bit signal\n\nUnits are Hours\nOffset = 0\nFactor = 1\nRange is 0 - 23\n\nSNA = 31
End_Time_Hr1_Sts	CAN Mapping	635	Atlantis High	CHARGE_SCHEDULE_HCP1	End_Time_Hr1_Sts	FD	5 bit signal\n\nUnits are Hours\nOffset = 0\nFactor = 1\nRange is 0 - 23\n\nSNA = 31
End_Time_Hr2	CAN Mapping	636	Atlantis High	CHARGE_SCHEDULE_HU1	End_Time_Hr2	FD	5 bit signal\n\nUnits are Hours\nOffset = 0\nFactor = 1\nRange is 0 - 23\n\nSNA = 31
End_Time_Hr2_Sts	CAN Mapping	637	Atlantis High	CHARGE_SCHEDULE_HCP1	End_Time_Hr2_Sts	FD	5 bit signal\n\nUnits are Hours\nOffset = 0\nFactor = 1\nRange is 0 - 23\n\nSNA = 31
End_Time_Hr3	CAN Mapping	638	Atlantis High	CHARGE_SCHEDULE_HU1	End_Time_Hr3	FD	5 bit signal\n\nUnits are Hours\nOffset = 0\nFactor = 1\nRange is 0 - 23\n\nSNA = 31
End_Time_Hr3_Sts	CAN Mapping	639	Atlantis(&High)		End_Time_Hr3_Sts		See dbc
End_Time_Hr3_Sts	CAN Mapping	640	Atlantis High	CHARGE_SCHEDULE_HCP1	End_Time_Hr3_Sts	FD	See dbc
End_Time_Min1	CAN Mapping	641	Atlantis High	CHARGE_SCHEDULE_HU1	End_Time_Min1	FD	4 bit signal\n\nUnits are Min\nOffset = 0\nFactor = 5\nRange is 0 - 55\n\nSNA = 15
End_Time_Min1_Sts	CAN Mapping	642	Atlantis High	CHARGE_SCHEDULE_HCP1	End_Time_Min1_Sts	FD	4 bit signal\n\nUnits are Min\nOffset = 0\nFactor = 5\nRange is 0 - 55\n\nSNA = 15
End_Time_Min2	CAN Mapping	643	Atlantis High	CHARGE_SCHEDULE_HU1	End_Time_Min2	FD	4 bit signal\n\nUnits are Min\nOffset = 0\nFactor = 5\nRange is 0 - 55\n\nSNA = 15
End_Time_Min2_Sts	CAN Mapping	644	Atlantis High	CHARGE_SCHEDULE_HCP1	End_Time_Min2_Sts	FD	4 bit signal\n\nUnits are Min\nOffset = 0\nFactor = 5\nRange is 0 - 55\n\nSNA = 15
End_Time_Min3	CAN Mapping	645	Atlantis High	CHARGE_SCHEDULE_HU1	End_Time_Min3	FD	4 bit signal\n\nUnits are Min\nOffset = 0\nFactor = 5\nRange is 0 - 55\n\nSNA = 15
End_Time_Min3_Sts	CAN Mapping	646	Atlantis(&High)		End_Time_Min3_Sts		See dbc
End_Time_Min3_Sts	CAN Mapping	647	Atlantis High	CHARGE_SCHEDULE_HCP1	End_Time_Min3_Sts	FD	See dbc
Energy_Rate	CAN Mapping	648	Atlantis High	HCP_CHARGING_STAT	Energy_to_Battery	FD	see dbc
EngCoolTemp	CAN Mapping	651	Atlantis High	ENGINE_FD_6	EngineWaterTemp	See dbc	See dbc
Engine_MIL_Stat	CAN Mapping	653	Atlantis High	IPC_FD_3	ENGINE_MIL_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
Engine_Temp_Stat	CAN Mapping	654	Atlantis High	IPC_FD_3	ENGINE_TEMP_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
EngineCoolant	CAN Mapping	656	Atlantis High	BCM_FD_12	EngCoolTemp	FD	8 bit signal\n\nUnits are degrees C\nOffset = -40\nRange is -40 to 214\n\nSNA = 255
EngineOilOverTemp	CAN Mapping	657	Atlantis High	ENGINE_FD_6	EngineOilTemp	FD	ATLANTIS\n3 bit signal\n0 = Not_Used\n1 = First_Level\n2 = Second_Level\n3 = Third_Level\n4 = Fourth_Level\n5 = Fifth_Level\n6 = Sixth_Level\n7 = SNA
EngineOilOverTemp	CAN Mapping	657	Atlantis High	ENGINE_FD_3	OIL_TMP_IND_RQ		ATLANTIS\n3 bit signal\n0 = Not_Used\n1 = First_Level\n2 = Second_Level\n3 = Third_Level\n4 = Fourth_Level\n5 = Fifth_Level\n6 = Sixth_Level\n7 = SNA
EngineRPM	CAN Mapping	658	Atlantis High	STATUS_CCAN5	EngineSpeed	CAN-B	ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineRPM	CAN Mapping	658	Atlantis High	STATUS_CCAN5	EngineSpeedFailSts	CAN-FD	ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineRPM	CAN Mapping	658	Atlantis High		Signals		ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineRPM	CAN Mapping	658	Atlantis High		MASAH		ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineRPM	CAN Mapping	658	Atlantis High	ENGINE_FD_2	EngineSpeed_W		ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineRPM	CAN Mapping	658	Atlantis High	ENGINE_FD_2	EngineSts_W		ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineRPM	CAN Mapping	658	Atlantis High	STATUS_CCAN3	EngineSts		ATLANTIS\n14 bit signal (EngineSpeed)\n0-16382 rpm\nresolution = 1 rpm\n\n1 bit signal (EngineSpeedFailSts)\n0 = Fail_not_present\n1 = Fail_present
EngineSts	CAN Mapping	659	Atlantis High	STATUS_CCAN3	EngineSts	CAN-B	0 = Engine_Off\n1 = Engine_Cranking\n2 = Engine_On\n3 = SNA
EngineSts	CAN Mapping	659	Atlantis High	ENGINE_FD_2	EngineSts	FD	0 = Engine_Off\n1 = Engine_Cranking\n2 = Engine_On\n3 = SNA
EngineTorque	CAN Mapping	660	Atlantis High	ENGINE_FD_4	EngineTorque	FD	ATLANTIS\n11 bit signal \n-500 - 1546 nm\nResolution =1 nm\n
EngLoad	CAN Mapping	662	Atlantis High	OBD_CONTENT_FRAME	LoadOBD	FD	ATLANTIS\n8 bit\n0 - +100%\nresolution = 0.3922%
EngPwrUsageDisp	CAN Mapping	663	Atlantis High	HYBRID_DISPLAY	EnginePowerUse_Display	FD	10 bit display\n\nunits are kW\nOffset = 0\nFactor = 1\nRange is 0 to 1023
EngPwrUsageDisp_V	CAN Mapping	664	Atlantis High	HYBRID_DISPLAY	EnginePowerUse_DisplayV	FD	0 = Valid\n1 = Not_Valid
EngRun_Stat	CAN Mapping	665	Atlantis High	STATUS_CCAN3	EngineSts	CAN-B	0 = Engine_Off\n1 = Engine_Cranking\n2 = Engine_On\n3 = SNA
EngRun_Stat	CAN Mapping	665	Atlantis High	ENGINE_FD_2	EngineSts_W	FD	0 = Engine_Off\n1 = Engine_Cranking\n2 = Engine_On\n3 = SNA
Enter_Button	CAN Mapping	666	Atlantis High	CLIMATIC_PANEL	Radio_btn1	CAN-B	 1 bit signal\n0 = Not_Pressed (List/Enter button)\n1 = Pressed (List/Enter button)
Enter_Button	CAN Mapping	666	Atlantis High	DIS_CENTERSTACK	DCSD_Enter		 1 bit signal\n0 = Not_Pressed (List/Enter button)\n1 = Pressed (List/Enter button)
ENTMuted	CAN Mapping	667	Atlantis High	STATUS_TELEMATIC	MuteSts	CAN-B	1 bit signal\n0 = Muted\n1 = Unmuted
EPBHoldSts	CAN Mapping	668	Atlantis(&High)	GW_B_1	EPBHoldSts		Atlantis\n3 bit signal\n\n0 = REL\n1 = APPLIED\n2 = Applying\n3 = Releasing\n4 = DC\n5 = BSU
EPBSts	CAN Mapping	669	Atlantis High	BRAKE_FD_4	EPBSts	FD	Atlantis\n4 bit signal\n0 = Released\n1 = Applied\n2 = DynamicBrkESC\n3 = DynamicBrkEPB\n4 = Emergency_Braking\n5 = Applying\n6 = Maintenance_Mode\n7 = Assembly_Check\n8 = Inspection_Mode\n9 = Re_Clamping\n10 = Adjuste_Mode\n11 = Releasing\n12 = Fault_EPB_Released\n13 = Fault_EPB_Applied\n14 = Fault_Present\n15 = SNA\n
EPS_DrvMd_CfgSts	CAN Mapping	670	Atlantis High	BCM_FD_26	EPS_DrvMd_CfgSts_TMI	FD	See dbc
EPS_MODE_REQ	CAN Mapping	671	Atlantis High	TELEMATIC_FD_11	ETM_EPS_MODE_REQ	FD	See dbc
EPS_MODE_STAT	CAN Mapping	672	Atlantis High	EPS_FD_2	EPS_MODE_STAT	FD	See dbc
EPS_Warn_Stat	CAN Mapping	674	Atlantis High	IPC_FD_3	EPB_WARN_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
ErrSys_1	CAN Mapping	675	Atlantis High	BCM_FD_11	ErrSys_1	FD	0 = FALSE\n1 = TRUE
ErrSys_2	CAN Mapping	676	Atlantis High	BCM_FD_11	ErrSys_2	FD	0 = FALSE\n1 = TRUE
ErrSys_3	CAN Mapping	677	Atlantis High	BCM_FD_11	ErrSys_3	FD	0 = FALSE\n1 = TRUE
ErrSys_4	CAN Mapping	678	Atlantis High	BCM_FD_11	ErrSys_4	FD	0 = FALSE\n1 = TRUE
ErrSys_5	CAN Mapping	679	Atlantis High	BCM_FD_11	ErrSys_5	FD	0 = FALSE\n1 = TRUE
ErrSys_7	CAN Mapping	681	Atlantis High	BCM_FD_11	ErrSys_7	FD	0 = FALSE\n1 = TRUE
eRuptSts	CAN Mapping	682	Atlantis High	ENGINE_SIMULATOR5	eRUPT_Status	CAN-BH	0-Enabled\n1-Disabled\n2-Unavailable\n3-NA
ESave	CAN Mapping	683	Atlantis High	IPC_VEHICLE_SETUP	Esave	FD	See dbc file
ESaveReq	CAN Mapping	684	Atlantis High	TELEMATIC_VEHICLE_SETUP	ESave_req	FD	See dbc file
ESC_DrvMd_CfgSts	CAN Mapping	685	Atlantis High	BCM_FD_26	ESC_DrvMd_CfgSts_TMI	FD	See dbc
ESC_OFF_Hrd_Sft_Button_sts	CAN Mapping	687	Atlantis High	BRAKE_FD_4	ESC_OFF_Hrd_Sft_Button_sts	FD	See dbc
