name	kind	sources	seg1_atl_n	seg1_atlh_n	seg1_atl	seg1_atlh	seg1_other	seg2_atlantis	seg2_atlantis_high	can_atl	can_atlh	seg3_side	result	note
BRAKE1.VehicleSpeedVSOSig	CAN	spec_paras	2	2	LID/CAN Mapping/r1736cC/Object Text/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2321cA/Logical Identifier/R2 去 MESSAGE. 前綴	LID/CAN Mapping/r1736cC/Object Text/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2321cA/Logical Identifier/R2 去 MESSAGE. 前綴		BRAKE1.VehicleSpeedVSOSig	BRAKE_FD_2.VehicleSpeedVSOSig		CAN-B FD;FD	BRAKE1.VehicleSpeedVSOSig->PDT27_E2A_R1_BHCAN2.dbc;PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
BRAKE1.VehicleSpeedVSOSigFailSts	CAN	spec_paras	0	0				BRAKE1.VehicleSpeedVSOSigFailSts					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IFSTATUS_TTM.TrailerConnectionSts	CAN	spec_paras	0	0				IFSTATUS_TTM.TrailerConnectionSts				IFSTATUS_TTM.TrailerConnectionSts->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.AudioRepetition	CAN	037_desc;spec_paras	0	0			PROXI/Format/r530cF/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; PROXI/Format/r582cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.AudioRepetition					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.AutoHighBeamEnable	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP.AutoHighBeamEnable				IPC_VEHICLE_SETUP.AutoHighBeamEnable->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.AutoParkBrake	CAN	spec_paras	0	0			HMI_Settings/Settings/r509cB/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; PROXI/Format/r578cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.AutoParkBrake				IPC_VEHICLE_SETUP.AutoParkBrake->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.AutomaticResetTripB	CAN	spec_paras;spec_tables	0	0			PROXI/Format/r579cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.AutomaticResetTripB					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.BSDEnable	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP.BSDEnable				IPC_VEHICLE_SETUP.BSDEnable->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.ConsumptionUnit	CAN	037_desc;spec_paras	4	4	LID/CAN Mapping/r387cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r387cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r387cZ/Atlantis High Signal Name/R1 逐字 ; LID/CAN Mapping/r388cA/Logical Identifier/R2 去 MESSAGE. 前綴	LID/CAN Mapping/r387cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r387cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r387cZ/Atlantis High Signal Name/R1 逐字 ; LID/CAN Mapping/r388cA/Logical Identifier/R2 去 MESSAGE. 前綴		IPC_VEHICLE_SETUP.ConsumptionUnit	IPC_VEHICLE_SETUP.ConsumptionUnit		CAN-B		段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.CorneringEnable	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP.CorneringEnable				IPC_VEHICLE_SETUP.CorneringEnable->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.DRLEnable	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP.DRLEnable				IPC_VEHICLE_SETUP.DRLEnable->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.DistanceUnit	CAN	037_desc;spec_paras	3	3	LID/CAN Mapping/r459cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r459cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r459cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r459cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r459cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r459cP/Atlantis Signal Name/R1 逐字		IPC_VEHICLE_SETUP.DistanceUnit			FD		段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.ExternalLightSensorLevel	CAN	037_desc;spec_paras	4	4	LID/CAN Mapping/r751cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r751cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r751cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r751cZ/Atlantis High Signal Name/R1 逐字	LID/CAN Mapping/r751cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r751cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r751cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r751cZ/Atlantis High Signal Name/R1 逐字		IPC_VEHICLE_SETUP.ExternalLightSensorLevel	IPC_VEHICLE_SETUP.ExternalLightSensorLevel				段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.HourMode	CAN	spec_paras	1	1	LID/CAN Mapping/r407cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r407cP/Atlantis Signal Name/R1 逐字		IPC_VEHICLE_SETUP.HourMode	TELEMATIC_FD_10.DateTmFormat		FD	IPC_VEHICLE_SETUP.HourMode->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	架構差異(Atlantis≠Atlantis High)
IPC_VEHICLE_SETUP.LanguageSelection	CAN	spec_paras	3	3	LID/CAN Mapping/r1111cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r1111cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1111cZ/Atlantis High Signal Name/R1 逐字	LID/CAN Mapping/r1111cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r1111cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1111cZ/Atlantis High Signal Name/R1 逐字	PROXI/Format/r616cF/R4 R2 去 MESSAGE. 前綴+底線/大小寫	IPC_VEHICLE_SETUP.LanguageSelection	IPC_VEHICLE_SETUP.LanguageSelection		CAN-B	IPC_VEHICLE_SETUP.LanguageSelection->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.NavRepetition	CAN	037_desc;spec_paras	0	0			PROXI/Format/r545cF/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; PROXI/Format/r580cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.NavRepetition				IPC_VEHICLE_SETUP.NavRepetition->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.PamAlertMode	CAN	037_desc;spec_paras	2	2	LID/CAN Mapping/r1293cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1293cZ/Atlantis High Signal Name/R1 逐字	LID/CAN Mapping/r1293cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1293cZ/Atlantis High Signal Name/R1 逐字		IPC_VEHICLE_SETUP.PamAlertMode	IPC_VEHICLE_SETUP.PamAlertMode		CAN-B		段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.PamChimeVolumeFront	CAN	037_desc;spec_paras	1	1	LID/CAN Mapping/r1301cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r1301cP/Atlantis Signal Name/R1 逐字		IPC_VEHICLE_SETUP.PamChimeVolumeFront				IPC_VEHICLE_SETUP.PamChimeVolumeFront->PDT27_E2A_R1_BHCAN2.dbc;PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.PamChimeVolumeRear	CAN	037_desc;spec_paras	1	1	LID/CAN Mapping/r1302cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r1302cP/Atlantis Signal Name/R1 逐字		IPC_VEHICLE_SETUP.PamChimeVolumeRear				IPC_VEHICLE_SETUP.PamChimeVolumeRear->PDT27_E2A_R1_BHCAN2.dbc;PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.PassiveEntry	CAN	spec_paras	2	2	LID/CAN Mapping/r1105cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1588cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫	LID/CAN Mapping/r1105cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1588cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫	PROXI/Format/r298cF/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; PROXI/Format/r575cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	RFHUB3.RFReq	BCM_FD_9.RFReq;RFHUB_FD_1.RFReq		FD	RFHUB3.RFReq->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)
IPC_VEHICLE_SETUP.PhoneRepetition	CAN	spec_paras	0	0			PROXI/Format/r546cF/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; PROXI/Format/r581cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.PhoneRepetition				IPC_VEHICLE_SETUP.PhoneRepetition->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.RainSensorLevel	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP.RainSensorLevel				IPC_VEHICLE_SETUP.RainSensorLevel->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.RemoteDoorUnlock	CAN	spec_paras	0	0			PROXI/Format/r576cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.RemoteDoorUnlock				IPC_VEHICLE_SETUP.RemoteDoorUnlock->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.Sdw	CAN	037_desc;spec_paras	2	2	LID/CAN Mapping/r1660cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1660cZ/Atlantis High Signal Name/R1 逐字	LID/CAN Mapping/r1660cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1660cZ/Atlantis High Signal Name/R1 逐字		IPC_VEHICLE_SETUP.Sdw	IPC_VEHICLE_SETUP.Sdw		CAN-B		段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.SdwChimeVolume	CAN	037_desc	4	4	LID/CAN Mapping/r1669cA/Logical Identifier/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1669cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1669cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1669cZ/Atlantis High Signal Name/R1 逐字	LID/CAN Mapping/r1669cA/Logical Identifier/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1669cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1669cP/Atlantis Signal Name/R1 逐字 ; LID/CAN Mapping/r1669cZ/Atlantis High Signal Name/R1 逐字		IPC_VEHICLE_SETUP.SdwChimeVolume	IPC_VEHICLE_SETUP.SdwChimeVolume		CAN-B		段3待ATL-Mi DBC	
IPC_VEHICLE_SETUP.SoundHornLock	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP.SoundHornLock				IPC_VEHICLE_SETUP.SoundHornLock->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.SoundHornRemoteStart	CAN	spec_paras	0	0			PROXI/Format/r577cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP.SoundHornRemoteStart				IPC_VEHICLE_SETUP.SoundHornRemoteStart->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.SpeedLockDoorEnable	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP.SpeedLockDoorEnable				IPC_VEHICLE_SETUP.SpeedLockDoorEnable->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.TelematicSetupACK	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP.TelematicSetupACK				IPC_VEHICLE_SETUP.TelematicSetupACK->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP.TemperatureUnit	CAN	spec_paras	3	3	LID/CAN Mapping/r2070cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2070cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r2070cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r2070cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2070cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r2070cP/Atlantis Signal Name/R1 逐字		IPC_VEHICLE_SETUP.TemperatureUnit	IPC_VEHICLE_SETUP.Temp_Unit		FD		段3待ATL-Mi DBC	架構差異(Atlantis≠Atlantis High)
IPC_VEHICLE_SETUP2.AutoUnlockDoorExit	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.AutoUnlockDoorExit				IPC_VEHICLE_SETUP2.AutoUnlockDoorExit->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.EPB_MaintenanceMode	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP2.EPB_MaintenanceMode				IPC_VEHICLE_SETUP2.EPB_MaintenanceMode->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.FSFCWPlusActivationMode	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.FSFCWPlusActivationMode				IPC_VEHICLE_SETUP2.FSFCWPlusActivationMode->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.FSFCWPlusSetting	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.FSFCWPlusSetting				IPC_VEHICLE_SETUP2.FSFCWPlusSetting->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.FlashLightWLock	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.FlashLightWLock				IPC_VEHICLE_SETUP2.FlashLightWLock->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.HeadlightsOffDelay	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.HeadlightsOffDelay				IPC_VEHICLE_SETUP2.HeadlightsOffDelay->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.LDW_Intensity	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.LDW_Intensity				IPC_VEHICLE_SETUP2.LDW_Intensity->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.LDW_Sensibility	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.LDW_Sensibility				IPC_VEHICLE_SETUP2.LDW_Sensibility->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.PassiveEntrySelection	CAN	spec_paras;spec_tables	0	0				IPC_VEHICLE_SETUP2.PassiveEntrySelection					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.TSREnable	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP2.TSREnable					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.Trlr_Lnth_Blind_Spot	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP2.Trlr_Lnth_Blind_Spot					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP2.TyrePressureUnit	CAN	spec_paras	0	0			PROXI/Format/r583cF/R5 R2 去 MESSAGE. 前綴+去_Menu/_Setting	IPC_VEHICLE_SETUP2.TyrePressureUnit					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP3.Drowsy_Driver_Alert	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP3.Drowsy_Driver_Alert				IPC_VEHICLE_SETUP3.Drowsy_Driver_Alert->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP3.SVC_Guidelines	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP3.SVC_Guidelines				IPC_VEHICLE_SETUP3.SVC_Guidelines->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP3.Speed_Unit	CAN	spec_paras	2	2	LID/CAN Mapping/r1737cA/Logical Identifier/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1737cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫	LID/CAN Mapping/r1737cA/Logical Identifier/R4 R2 去 MESSAGE. 前綴+底線/大小寫 ; LID/CAN Mapping/r1737cB/Function/R4 R2 去 MESSAGE. 前綴+底線/大小寫		IPC_VEHICLE_SETUP.DistanceUnit;IPC_VEHICLE_SETUP.Speed_Unit	IPC_VEHICLE_SETUP.Speed_Unit		FD	IPC_VEHICLE_SETUP.Speed_Unit->PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	架構差異(Atlantis≠Atlantis High)
IPC_VEHICLE_SETUP4.GreetingLightsLevel	CAN	spec_paras	0	0				IPC_VEHICLE_SETUP4.GreetingLightsLevel					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable	CAN	spec_paras;spec_tables	0	0				IPC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind				IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP4.SignCaptureMode	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP4.SignCaptureMode					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
IPC_VEHICLE_SETUP4.Traffic_Sign_Warn	CAN	037_desc;spec_paras	0	0				IPC_VEHICLE_SETUP4.Traffic_Sign_Warn				IPC_VEHICLE_SETUP4.Traffic_Sign_Warn->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
SERVICE_SETUP.ClearPersonalData	CAN	spec_paras	1	1	LID/CAN Mapping/r381cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r381cP/Atlantis Signal Name/R1 逐字	HMI_Settings/Settings/r668cB/R4 R2 去 MESSAGE. 前綴+底線/大小寫	SERVICE_SETUP.ClearPersonalData	TBM_SCHEDULE_FD_2.ClearPersonalData			SERVICE_SETUP.ClearPersonalData->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)
SERVICE_SETUP.PrivacyMode	CAN	spec_paras	2	2	LID/CAN Mapping/r1398cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r1398cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r1398cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r1398cP/Atlantis Signal Name/R1 逐字		SERVICE_SETUP.PrivacyMode	TBM_SCHEDULE_FD_2.PrivacyMode	CAN-B	FD	SERVICE_SETUP.PrivacyMode->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)；637MCA分頁命中
SERVICE_SETUP.RestoreApp	CAN	spec_paras	1	1	LID/CAN Mapping/r382cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r382cP/Atlantis Signal Name/R1 逐字		SERVICE_SETUP.RestoreApp	TBM_SCHEDULE_FD_2.RestoreApp			SERVICE_SETUP.RestoreApp->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)
SERVICE_SETUP.RestoreDefaulSetting	CAN	spec_paras	0	0				SERVICE_SETUP.RestoreDefaulSetting					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
SERVICE_SETUP.RestoreDefaultSetting	CAN	spec_paras	1	1	LID/CAN Mapping/r383cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r383cP/Atlantis Signal Name/R1 逐字		SERVICE_SETUP.RestoreDefaultSetting	TBM_SCHEDULE_FD_2.RestoreDefaultSetting			SERVICE_SETUP.RestoreDefaultSetting->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)
SERVICE_SETUP.TelematicSetupACK	CAN	spec_paras	0	0				SERVICE_SETUP.TelematicSetupACK				SERVICE_SETUP.TelematicSetupACK->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
SERVICE_SETUP.TelematicSetupAck	CAN	spec_paras	0	0				SERVICE_SETUP.TelematicSetupAck					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
STATUS_CCAN3.VehicleSpeedVSOSig	CAN	037_desc;spec_paras	3	3	LID/CAN Mapping/r1736cC/Object Text/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2321cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2329cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r1736cC/Object Text/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2321cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r2329cP/Atlantis Signal Name/R1 逐字		STATUS_CCAN3.VehicleSpeedVSOSig	BRAKE_FD_2.VehicleSpeedVSOSig;IPC_FD_5.VehSpdDisp		CAN-B FD;FD	STATUS_CCAN3.VehicleSpeedVSOSig->PDT27_E2A_R1_BHCAN2.dbc;PDT27_E2A_R1_FDCAN8.dbc	段3待ATL-Mi DBC	架構差異(Atlantis≠Atlantis High)
STATUS_CCAN3.VehicleSpeedVSOSigFailSts	CAN	spec_paras	0	0				STATUS_CCAN3.VehicleSpeedVSOSigFailSts					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
STATUS_TTM.TrailerConnectionSts	CAN	spec_paras	0	0				STATUS_TTM.TrailerConnectionSts				STATUS_TTM.TrailerConnectionSts->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq	CAN	037_desc;spec_paras	2	2	LID/CAN Mapping/r342cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r342cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r342cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r342cP/Atlantis Signal Name/R1 逐字		TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq	TELEMATIC_VEHICLE_SETUP.ClearPersonalDataReq			TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)；637MCA分頁命中
TELEMATIC_SERVICE_SETUP.PrivacyModeReq	CAN	037_desc;spec_paras	1	1	LID/CAN Mapping/r1399cA/Logical Identifier/R2 去 MESSAGE. 前綴	LID/CAN Mapping/r1399cA/Logical Identifier/R2 去 MESSAGE. 前綴		GLOB_LTM.PrivacyModeReq	TELEMATIC_VEHICLE_SETUP.PrivacyModeReq	CAN-B	FD	GLOB_LTM.PrivacyModeReq->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)
TELEMATIC_SERVICE_SETUP.RestoreAppReq	CAN	spec_paras	0	0				TELEMATIC_SERVICE_SETUP.RestoreAppReq				TELEMATIC_SERVICE_SETUP.RestoreAppReq->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	段1不適用(R-VL12(c))
TELEMATIC_SERVICE_SETUP.RestoreDefaultSettimgReq	CAN	spec_paras	0	0				TELEMATIC_SERVICE_SETUP.RestoreDefaultSettimgReq					段3待ATL-Mi DBC	段1不適用(R-VL12(c))
TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq	CAN	037_desc;spec_paras	2	2	LID/CAN Mapping/r1583cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r1583cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r1583cA/Logical Identifier/R2 去 MESSAGE. 前綴 ; LID/CAN Mapping/r1583cP/Atlantis Signal Name/R1 逐字		TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq	TELEMATIC_VEHICLE_SETUP.RestoreDefaultSettingReq			TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq->PDT27_E2A_R1_FDCAN8.dbc(BO_不符)	訊息名不符(R-13)	架構差異(Atlantis≠Atlantis High)
